,2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12,2020-1,2020-2,2020-3,2020-4,2020-5,2020-6,2020-7
151,0,0,0,0,0,0,0,0,1,0,0,2,5,15,0,0,0,0,14,0,4,0,0,0,10,8,15,14,11,8,5,7,7,7,1,0,14,3,8,9,14,7,9,14,11,7,1,1,6,16,14,4,9,1,0
152,1,0,1,6,6,0,4,8,9,6,6,5,4,5,3,5,9,6,4,8,2,1,6,6,1,2,6,10,9,9,4,5,8,2,0,1,2,5,5,1,8,4,14,0,0,0,1,1,23,0,19,10,4,14,1
153,0,0,0,0,0,0,3,1,4,0,5,5,1,2,4,5,7,5,8,3,1,2,6,5,6,6,3,7,6,5,4,8,3,6,9,8,4,4,5,1,4,5,4,10,2,5,6,9,3,3,4,1,8,1,0
154,0,0,0,0,0,3,22,20,18,24,13,12,7,12,22,17,12,13,15,18,12,16,20,10,13,10,13,12,18,7,18,20,10,18,8,17,11,6,14,16,16,15,18,17,13,12,23,12,13,16,7,13,21,18,0
155,0,0,0,0,0,0,12,2,1,1,0,6,12,7,16,7,10,9,9,14,10,12,13,13,8,6,17,10,13,6,14,12,21,12,12,6,11,8,12,8,15,12,9,12,12,10,8,7,12,10,10,6,9,0,0
156,0,2,0,0,0,0,21,7,12,7,28,11,9,8,14,8,51,13,24,12,7,4,14,23,4,8,5,16,14,6,27,59,5,6,9,6,14,5,8,11,6,8,11,80,3,25,33,7,8,9,5,2,10,10,0
157,0,1,0,0,0,6,16,17,22,17,23,19,15,19,21,15,20,14,22,17,27,18,17,14,18,22,18,19,17,16,17,35,15,20,23,22,15,21,15,18,22,16,32,22,20,37,21,15,17,16,22,24,16,16,0
158,0,0,0,0,1,2,11,16,15,11,10,17,8,10,12,8,11,16,10,17,16,13,8,9,13,10,8,20,12,8,14,22,9,14,10,9,10,13,5,14,19,11,21,17,8,13,21,17,15,17,20,8,12,15,0
159,0,0,0,0,0,3,17,13,12,9,17,13,9,12,13,10,2,8,9,13,13,16,16,10,21,11,7,13,18,17,15,12,7,16,9,13,7,12,18,10,17,19,19,18,18,20,14,13,6,26,7,10,9,1,0
160,0,1,0,0,1,1,27,33,39,33,34,35,33,22,32,29,42,36,23,23,23,23,35,40,33,25,31,34,38,30,26,33,37,40,24,22,33,19,43,36,34,29,24,43,36,54,50,42,31,29,48,20,24,8,0
161,0,0,0,0,0,1,2,1,1,0,0,0,2,3,0,0,7,2,4,3,0,0,1,1,1,1,2,1,1,0,2,2,2,2,4,3,1,2,2,0,1,2,2,1,3,2,2,1,2,2,0,2,0,1,0
162,0,0,0,0,0,0,15,17,3,9,8,6,14,3,7,5,8,7,7,10,10,8,13,21,13,9,20,7,12,10,10,28,3,21,11,7,6,10,10,9,13,18,12,12,10,40,11,16,6,14,6,15,10,4,0
163,0,0,0,0,0,3,17,20,29,11,10,13,23,21,24,11,13,10,14,19,15,11,17,12,13,9,16,19,19,16,18,15,14,12,12,16,14,8,17,12,21,19,14,22,15,25,13,15,10,16,21,11,19,17,0
164,0,0,0,0,0,0,17,26,20,15,21,21,12,20,21,6,14,14,21,18,26,17,21,15,12,12,24,24,28,27,22,26,23,12,21,16,26,19,21,21,25,22,33,15,17,18,23,25,22,22,15,19,20,10,0
165,0,0,0,0,0,0,16,21,13,18,21,20,21,17,20,15,15,12,20,18,21,17,14,19,16,10,8,23,22,16,10,25,15,19,15,21,20,17,19,20,24,11,14,16,15,18,21,17,12,21,20,12,14,12,0
166,0,0,0,0,0,4,20,18,14,20,15,23,13,17,19,12,24,24,15,22,23,9,13,11,14,7,17,21,27,19,21,26,16,20,20,12,20,18,16,19,21,17,17,24,13,14,17,24,19,14,15,15,16,21,0
167,0,0,0,0,0,0,26,34,42,51,40,43,26,29,48,40,38,50,33,31,38,42,49,31,50,28,57,39,55,32,45,62,35,49,53,44,45,25,40,36,37,53,45,36,54,55,48,40,52,43,39,21,51,34,0
168,1,2,0,0,0,6,26,38,26,24,25,20,18,25,20,25,19,30,16,20,19,34,28,27,31,20,29,14,30,20,29,24,21,18,22,19,35,13,22,19,24,28,22,19,26,27,21,8,22,16,20,25,20,9,2
169,0,0,0,0,0,0,15,16,27,15,7,16,9,17,13,9,16,15,15,16,11,22,16,12,17,14,19,9,16,11,17,17,13,18,14,15,18,9,22,14,17,19,24,24,15,23,16,20,22,23,17,11,13,4,0
170,5,9,0,0,0,0,22,34,26,22,26,25,23,36,28,28,28,36,26,34,25,29,25,22,32,21,36,24,20,33,26,37,22,29,34,26,29,19,34,28,36,28,38,38,21,33,31,34,11,33,32,21,19,25,0
171,0,0,0,0,0,1,24,20,17,9,16,18,21,15,22,15,14,14,21,20,8,14,17,13,17,11,19,15,12,11,20,24,18,13,16,18,19,11,18,20,13,14,12,21,12,18,20,8,18,15,13,15,13,11,0
172,0,0,0,0,0,4,11,18,12,11,10,14,7,7,13,19,11,12,12,16,20,9,13,14,8,8,20,16,16,14,22,18,15,13,6,11,17,8,8,11,10,15,19,18,10,16,14,16,19,11,15,11,15,7,0
173,0,0,0,0,0,1,35,41,42,32,37,36,16,24,35,19,46,41,52,38,33,33,25,32,27,12,28,34,39,27,31,29,24,33,23,25,31,32,33,28,32,17,28,43,28,57,42,30,19,28,38,29,20,23,0
174,0,0,1,0,0,1,1,1,4,1,0,7,10,11,21,13,11,9,11,14,16,13,8,14,7,12,9,15,17,14,17,11,15,11,13,13,12,9,16,11,11,17,14,15,13,13,18,12,11,17,23,6,12,13,0
175,0,0,0,0,0,0,19,15,12,17,10,8,18,9,15,13,11,16,20,15,17,14,19,8,23,16,7,14,11,21,17,13,16,14,19,18,27,13,15,11,12,10,13,22,9,12,18,16,16,10,27,10,14,5,0
176,0,0,0,0,1,7,1,7,6,5,4,5,2,8,5,7,6,6,7,3,9,11,4,9,1,2,4,5,6,3,5,6,3,6,4,10,4,8,7,4,4,4,1,8,1,7,7,3,2,6,4,3,5,6,0
177,0,0,0,1,0,9,7,3,10,13,9,9,2,6,5,3,7,3,4,7,3,4,7,5,5,3,6,4,6,5,4,0,15,8,7,3,3,3,10,3,12,6,8,6,3,4,3,4,3,5,8,3,3,2,0
178,0,0,0,0,0,0,8,15,5,11,13,11,5,7,3,5,5,5,3,11,0,7,1,4,5,1,6,7,5,4,9,9,6,9,3,4,4,8,11,9,8,4,5,13,5,10,9,8,4,8,5,3,8,4,0
179,0,0,0,0,0,0,13,12,15,13,14,13,9,13,8,10,19,9,13,11,9,11,12,15,18,11,8,15,18,9,4,7,8,10,16,8,10,14,6,11,14,13,12,14,5,13,10,15,9,13,16,5,7,5,0
180,0,0,1,1,3,13,17,21,22,15,19,13,17,14,17,17,19,14,22,35,29,30,29,16,14,7,15,10,17,20,17,18,23,15,31,18,19,8,14,20,24,7,23,20,17,20,25,14,13,18,12,11,16,6,0
181,0,0,0,0,1,11,11,17,10,10,6,11,5,13,21,10,8,8,7,8,13,12,10,8,6,6,10,7,8,16,15,10,10,10,11,10,7,9,17,10,10,10,7,17,14,8,4,13,4,7,8,10,8,4,0
182,0,0,0,0,0,0,3,1,0,1,0,0,4,0,1,3,1,2,1,1,2,1,0,2,0,0,1,1,0,0,0,0,0,1,0,1,1,2,1,0,0,1,3,1,4,0,1,0,1,1,0,0,3,0,0
183,1,1,0,0,0,0,0,1,1,3,2,1,2,2,2,2,0,0,0,2,0,1,2,0,3,0,1,3,0,3,6,1,2,2,0,1,1,1,4,2,3,3,0,2,3,1,2,2,1,2,2,0,2,0,0
184,0,0,1,0,0,0,4,8,8,5,2,5,5,2,5,2,7,6,5,1,6,6,2,2,3,4,5,1,8,6,2,1,11,2,1,1,1,7,12,10,3,3,3,8,1,2,6,3,3,7,5,4,8,0,0
185,0,0,0,0,0,0,2,1,3,0,4,1,1,2,1,3,2,2,3,3,0,0,3,3,1,0,0,3,0,1,1,2,2,1,4,0,2,0,1,3,1,0,2,0,1,1,1,0,2,1,1,0,1,1,0
186,0,0,0,1,0,0,0,0,2,0,1,1,0,1,2,0,1,2,0,1,1,1,0,4,0,0,0,2,1,0,2,5,4,1,1,3,1,1,2,1,2,2,4,0,1,2,2,0,3,0,1,0,1,0,0
187,0,0,0,0,0,0,5,3,4,4,0,1,1,2,0,2,3,2,1,2,3,5,4,5,0,0,3,4,5,3,2,3,1,1,4,3,3,1,0,3,5,2,3,4,5,2,0,1,2,2,5,2,3,1,0
188,0,0,0,0,0,0,1,1,2,2,2,5,0,0,5,5,1,4,4,3,2,2,2,3,4,2,0,0,3,1,1,0,2,1,6,3,2,3,3,1,0,4,2,3,2,0,4,2,1,2,2,1,5,0,0
189,0,0,0,0,0,0,3,1,2,2,2,1,0,2,0,1,3,0,2,2,2,2,0,0,0,0,1,0,2,2,0,0,1,2,0,2,4,1,3,1,1,0,3,1,0,0,0,2,0,0,4,0,2,0,0
190,0,0,0,1,0,0,0,4,2,2,1,0,1,2,2,4,2,3,2,1,4,0,0,1,1,1,4,1,3,1,1,3,1,2,2,0,1,3,3,1,1,0,0,1,1,7,1,0,1,2,0,2,3,0,0
191,0,0,0,0,0,0,1,0,2,3,0,1,1,2,3,2,2,2,3,2,0,1,2,2,2,0,0,0,2,3,3,2,2,1,1,1,3,1,1,3,3,2,7,1,1,2,1,0,1,1,2,0,1,0,0
192,0,0,0,0,0,0,2,2,1,2,0,0,1,0,2,1,2,1,2,1,0,0,2,0,0,2,1,3,3,2,4,0,0,1,2,1,0,1,0,2,2,0,1,1,3,2,0,0,0,2,0,0,2,0,0
193,0,0,0,0,0,1,3,4,3,3,0,2,0,0,1,0,2,0,2,2,1,1,1,3,4,1,0,1,3,4,1,1,0,2,7,2,1,2,2,2,1,2,2,4,1,2,1,2,0,0,0,1,0,0,0
194,0,0,0,0,1,0,5,6,13,2,5,3,0,4,1,5,3,4,0,8,5,5,10,4,5,0,4,3,7,1,5,6,5,8,6,5,3,1,10,2,4,4,4,10,2,9,2,8,1,1,5,3,6,0,0
195,0,0,0,0,0,0,4,1,2,3,4,3,3,7,3,5,4,3,4,5,1,4,4,4,4,2,6,5,2,4,5,3,0,4,2,1,3,1,2,2,4,4,3,1,4,4,4,4,3,2,5,4,3,6,0
196,0,0,0,1,0,1,25,27,28,22,34,22,13,12,23,24,25,22,19,22,32,12,27,21,25,14,20,18,24,24,15,15,21,27,15,14,23,13,19,22,30,19,29,22,25,18,32,16,19,17,26,13,27,5,0
197,1,1,0,0,0,0,8,10,4,2,3,7,3,3,4,1,8,6,7,3,6,5,3,5,1,2,4,3,3,3,5,3,9,7,5,6,7,2,2,5,5,7,9,6,7,7,2,5,2,8,6,2,3,5,0
198,0,0,1,0,1,0,27,0,1,12,4,6,3,8,5,11,6,11,8,8,4,7,5,3,9,2,5,6,9,4,11,2,11,8,2,10,8,3,6,6,7,7,19,6,3,4,7,8,1,9,3,2,7,4,0
199,1,0,0,1,2,1,5,6,5,7,4,3,4,4,7,5,6,5,4,5,7,2,3,2,6,2,6,4,9,10,6,1,5,4,8,3,5,1,5,8,5,0,5,5,3,1,7,1,5,3,6,6,3,1,0
200,0,0,0,0,0,0,9,3,6,3,7,6,5,4,7,14,9,5,9,4,7,6,5,5,4,4,5,4,8,6,7,11,4,12,4,3,9,2,6,5,7,6,9,5,6,6,8,6,3,10,8,4,5,1,0
201,0,0,0,0,2,1,1,6,5,6,1,6,1,5,7,7,6,7,4,2,4,4,4,1,2,3,4,2,3,3,5,3,1,4,2,1,6,4,3,1,4,4,5,3,4,7,2,5,2,6,5,3,1,4,0
202,0,0,0,0,0,0,4,5,6,4,4,3,4,3,0,7,5,6,8,3,3,2,5,6,5,3,5,1,3,2,3,2,6,7,3,1,3,2,7,2,4,5,1,8,4,4,0,2,5,5,8,0,0,0,0
203,0,0,0,0,0,0,4,8,8,3,7,2,5,3,5,4,6,1,5,4,4,7,5,2,4,1,2,3,6,5,5,7,9,6,3,7,3,3,5,3,4,6,4,3,2,3,6,1,5,4,0,4,4,1,0
204,0,0,0,0,0,0,3,2,2,2,0,1,2,1,5,0,2,2,0,4,2,5,2,0,1,2,3,3,3,2,7,0,4,3,1,1,0,1,6,0,3,1,2,2,0,4,0,3,1,1,2,3,2,1,0
205,0,0,0,0,0,0,6,6,1,3,5,2,1,0,6,6,4,4,4,2,2,3,2,2,2,2,2,3,7,1,2,4,3,8,5,3,6,1,0,6,4,4,10,3,4,4,5,3,3,6,8,6,3,1,0
206,0,0,0,0,0,6,11,10,10,11,8,6,9,8,12,10,11,8,11,13,5,14,10,2,7,2,14,7,5,10,5,8,9,11,8,7,6,12,8,6,11,13,13,16,11,17,3,7,9,6,7,5,9,3,0
207,0,0,0,3,5,1,10,2,6,6,2,2,3,3,5,3,2,5,6,7,2,4,4,5,2,2,3,2,6,9,8,1,1,7,5,6,4,3,2,4,4,2,0,0,11,5,0,3,4,3,5,4,3,2,0
208,0,0,0,0,0,0,29,5,0,3,1,1,0,0,2,26,3,3,4,5,4,3,3,0,8,3,1,2,2,1,19,7,1,5,4,0,3,0,3,3,3,6,40,2,2,1,2,3,3,2,2,2,6,4,0
209,7,3,2,6,1,0,9,4,4,3,3,1,5,3,1,3,6,5,5,4,1,1,2,1,3,2,2,4,4,7,2,2,3,4,2,2,2,2,2,10,1,3,3,2,2,6,8,2,2,1,4,1,11,3,0
210,5,5,4,2,5,3,4,1,5,5,3,3,8,4,3,3,8,2,1,1,5,4,3,1,11,2,1,4,4,9,4,3,6,3,6,1,6,3,5,5,14,2,4,4,4,1,2,1,9,2,4,3,4,1,0
211,4,2,3,4,2,2,5,3,6,4,6,0,10,0,1,4,1,1,7,6,2,4,2,2,2,4,3,3,0,5,4,1,2,5,2,0,4,2,3,1,6,4,2,4,6,7,2,4,4,2,6,3,2,1,0
212,3,2,8,5,5,6,2,3,8,1,6,4,3,3,3,11,5,4,5,1,4,4,4,4,2,6,6,10,7,4,5,5,7,5,4,3,3,4,5,4,7,2,7,5,4,5,4,3,1,5,2,3,5,0,0
213,0,0,0,4,3,2,6,2,2,3,2,0,4,2,5,2,5,3,6,2,0,2,2,0,7,4,1,1,2,3,2,1,3,1,4,1,3,3,1,5,4,3,3,1,4,7,3,2,3,4,4,6,5,1,0
214,3,3,2,4,2,1,1,12,5,0,4,1,2,3,1,7,4,3,18,5,2,2,1,1,2,1,7,2,1,2,4,3,0,23,5,3,4,3,0,1,2,4,3,2,12,5,5,4,5,5,2,4,4,0,0
215,0,0,2,2,2,4,4,1,2,2,7,0,5,2,4,1,5,3,8,8,3,2,1,1,5,1,2,7,6,1,0,1,4,4,2,1,2,1,2,3,7,3,3,10,4,4,3,0,4,4,1,2,3,0,0
216,7,4,3,2,2,4,4,1,5,6,0,0,3,1,5,4,2,5,5,2,3,4,0,0,6,2,5,4,1,2,4,2,2,2,2,2,7,4,3,3,4,3,3,0,0,2,0,0,0,0,0,1,0,0,0
217,1,5,1,2,1,2,3,1,1,0,1,0,4,1,3,4,6,2,1,3,2,5,3,0,5,1,1,3,1,1,4,0,1,5,1,1,0,2,4,2,2,1,3,3,1,4,2,1,0,2,0,4,3,1,0
218,1,2,30,66,2,41,97,97,109,107,112,88,85,93,103,69,84,93,87,103,91,113,117,83,102,72,117,98,85,100,100,95,92,129,115,113,115,67,96,118,150,98,106,89,111,111,99,129,80,95,115,77,94,85,0
219,15,9,14,15,9,15,10,13,8,11,13,10,7,11,12,2,12,10,11,7,8,5,6,18,8,9,5,11,11,8,9,12,9,6,6,14,16,6,5,12,18,12,15,11,10,15,12,15,8,8,11,5,3,3,0
220,1,1,1,1,5,27,21,25,24,19,24,7,17,40,29,25,20,21,17,15,16,24,22,21,15,25,27,17,26,18,25,13,15,18,16,27,15,16,15,23,16,21,19,19,20,21,26,15,12,26,23,16,25,14,0
221,0,6,3,3,12,8,20,25,20,22,17,15,9,15,28,19,21,26,21,19,20,17,13,15,25,20,24,11,16,16,13,20,13,14,14,16,5,12,6,15,12,16,14,18,16,16,15,13,12,17,18,10,11,9,0
222,0,0,0,0,0,1,23,32,31,17,31,25,21,28,33,24,22,31,25,35,31,28,31,25,24,8,26,38,19,17,34,25,21,39,35,32,32,21,24,20,26,30,30,36,26,42,27,30,22,32,30,21,26,14,0
223,0,0,0,0,0,13,15,3,1,2,1,12,17,27,17,16,17,15,18,26,13,32,20,23,30,20,2,6,36,20,33,2,19,16,29,14,68,0,11,10,82,64,31,3,8,54,5,9,9,11,18,39,50,1,0
224,0,0,0,0,0,3,18,26,20,20,23,21,18,16,28,21,13,13,23,12,9,14,20,12,19,11,15,13,14,9,18,13,16,18,13,11,12,14,17,11,20,4,14,20,13,20,9,12,14,15,23,11,20,6,0
225,0,2,5,11,0,4,9,12,9,0,0,5,6,15,11,11,18,11,11,9,9,19,13,9,10,9,11,11,23,13,16,11,7,17,10,16,12,7,12,8,15,10,14,5,10,18,7,8,10,21,22,9,18,3,0
226,1,1,0,0,0,9,35,36,38,34,32,25,29,37,31,27,34,26,36,29,31,40,22,34,24,20,35,31,30,28,25,32,36,37,31,22,38,16,28,35,37,34,34,33,41,39,29,26,29,31,35,16,20,22,0
227,17,9,17,10,13,13,15,18,22,14,25,14,9,19,17,24,23,13,16,20,13,23,13,13,10,2,13,17,20,10,12,17,17,13,22,14,19,11,23,19,13,14,20,16,21,30,25,20,13,13,13,12,20,6,0
228,0,0,3,2,5,10,34,89,28,29,24,20,26,26,32,15,26,9,74,18,15,25,20,23,20,16,26,22,21,20,30,24,29,24,15,25,22,13,19,20,29,18,20,30,18,26,25,13,31,17,23,8,10,18,0
229,0,0,0,0,1,0,52,64,50,40,50,25,38,37,55,53,45,40,39,41,43,39,40,28,58,45,33,55,48,43,50,40,36,45,45,34,56,20,43,39,47,41,57,59,48,54,60,30,44,44,52,28,47,30,0
229,0,0,0,0,1,0,52,64,50,40,50,25,38,37,55,53,45,40,39,41,43,39,40,28,58,45,33,55,48,43,50,40,36,45,45,34,56,20,43,39,47,41,57,59,48,54,60,30,44,44,52,28,47,30,0
231,0,0,0,0,1,1,24,21,21,25,13,10,16,23,25,17,20,27,25,16,32,16,20,3,24,10,18,16,20,16,20,22,21,15,21,14,38,14,17,23,29,19,24,16,16,18,15,21,18,25,16,18,22,6,0
233,0,0,1,1,0,2,46,58,24,55,38,20,45,48,54,44,42,42,42,36,54,31,60,24,62,25,54,46,44,40,36,38,43,44,41,40,51,43,53,37,44,29,37,34,45,47,43,34,26,41,39,27,30,22,0
233,0,0,1,1,0,2,46,58,24,55,38,20,45,48,54,44,42,42,42,36,54,31,60,24,62,25,54,46,44,40,36,38,43,44,41,40,51,43,53,37,44,29,37,34,45,47,43,34,26,41,39,27,30,22,0
234,0,0,0,0,0,1,19,29,24,24,22,18,28,16,25,18,27,29,35,32,15,17,21,18,27,24,24,24,28,23,29,29,15,22,20,17,27,21,24,25,26,21,26,30,24,35,32,13,27,18,24,9,22,4,0
235,0,0,0,0,0,1,18,20,26,14,24,21,9,24,17,18,25,25,15,31,25,34,15,14,31,13,20,15,25,26,15,20,23,27,24,12,39,14,19,25,26,19,23,21,17,25,20,12,17,22,16,19,20,14,0
236,0,0,0,0,0,0,37,33,24,25,17,11,29,14,11,29,14,17,19,16,18,24,22,5,24,19,34,19,16,15,17,15,15,13,23,7,26,11,18,16,15,16,15,12,14,21,24,13,16,28,17,15,21,21,0
237,0,0,0,0,0,0,16,14,13,20,22,11,13,11,24,10,20,17,20,11,13,17,13,9,21,7,19,16,18,17,17,20,13,19,12,3,24,9,16,15,17,19,23,9,8,25,10,16,22,14,14,13,17,17,0
238,0,0,0,0,0,3,12,24,15,10,18,13,11,9,9,9,10,20,15,16,18,11,10,6,17,11,18,17,15,17,10,9,14,21,16,9,32,8,19,15,20,11,13,17,14,15,19,6,7,13,16,12,11,1,0
239,0,0,0,0,0,0,22,21,20,27,20,12,20,14,23,17,22,23,27,31,27,22,21,12,20,11,22,18,23,28,23,24,21,22,25,12,24,17,18,16,23,25,20,16,29,23,20,17,30,15,25,8,27,11,0
240,0,0,0,0,0,0,16,19,15,9,15,10,13,9,13,18,12,16,12,13,19,12,20,5,25,16,12,13,17,15,13,18,13,20,14,7,28,9,12,15,24,12,23,11,17,17,15,2,16,12,11,10,16,1,0
241,0,0,0,0,0,0,10,15,11,12,13,13,11,11,16,10,6,7,10,13,18,11,10,8,12,4,13,12,16,10,15,13,15,16,13,14,20,13,16,11,11,6,12,19,12,15,18,8,10,14,10,15,12,12,0
242,0,0,0,0,0,6,47,30,31,35,35,36,14,21,38,27,35,35,26,36,27,29,26,24,28,16,34,27,32,21,24,24,27,26,32,21,26,23,26,22,31,37,25,28,18,27,19,26,19,22,16,22,22,17,0
243,0,0,0,0,0,0,16,11,14,16,8,9,9,9,19,17,20,18,11,13,18,11,11,14,15,9,18,13,17,15,15,15,10,14,24,13,13,12,22,9,26,19,14,14,18,17,16,15,6,14,12,9,13,1,0
244,0,0,0,0,0,0,18,30,22,24,21,20,16,19,24,24,23,15,27,21,13,20,15,33,21,12,23,19,20,18,19,27,27,28,16,18,20,13,18,8,29,16,23,20,20,18,27,15,10,15,15,25,20,13,0
245,0,0,0,0,0,1,3,8,8,7,4,11,4,7,20,8,6,2,7,7,5,9,7,5,6,8,11,11,15,10,10,8,8,8,10,6,14,6,10,6,10,5,8,8,7,5,7,10,7,6,4,9,6,6,0
246,0,0,0,0,0,0,22,16,22,11,17,19,15,17,14,12,20,19,15,15,23,14,14,19,8,10,24,19,19,18,21,27,15,26,10,10,19,10,19,19,16,18,14,13,13,16,12,18,17,12,15,18,15,0,0
247,0,0,0,0,0,0,23,30,22,30,36,25,15,25,35,20,26,25,23,34,25,17,25,19,19,16,32,25,25,21,26,18,19,22,25,18,32,22,30,33,25,23,29,26,25,21,27,22,21,20,27,19,21,22,0
248,0,0,0,0,0,0,6,3,7,8,7,6,3,5,4,6,4,8,2,4,5,9,6,9,5,1,7,4,2,6,6,6,2,9,23,1,1,5,5,4,19,2,4,3,6,3,4,3,4,6,8,3,4,3,0
249,0,0,0,0,0,0,0,1,0,0,1,2,0,2,1,0,0,1,0,1,0,1,0,1,1,0,0,2,0,1,4,1,0,2,1,0,0,0,3,2,1,0,3,1,2,2,0,0,1,0,0,1,1,0,0
250,0,0,0,0,0,0,3,2,1,0,2,3,1,2,1,1,0,3,3,3,1,3,6,3,2,1,0,1,0,2,1,1,3,4,2,0,2,2,1,3,2,0,2,3,2,1,1,2,2,5,2,1,1,4,0
251,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,3,0,0,1,1,3,1,1,1,0,1,1,0,0,3,0,1,4,2,0,2,0,0,1,2,1,0,1,3,0,2,1,1,0,1,1,0,5,0
252,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,2,1,1,1,0,1,0,0,3,0,3,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
253,0,0,0,0,0,0,0,2,5,2,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,6,0,3,0,0,2,2,1,1,0,0,2,1,0,0,1,0,1,1,1,1,1,0,0,0
254,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,2,2,1,0,0,0,1,1,0,0,0,1,0,1,2,2,2,0,1,0,1,0,1,2,2,1,0,0,2,2,0,1,0,0,3,0,1,0
255,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,0,3,1,1,2,0,1,0,0,2,0,1,0,0,3,2,0,1,2,2,0,3,1,2,1,1,1,1,4,3,3,0,2,1,2,0,1,0,0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,1,1,0,1,0,0
257,0,0,0,0,0,1,0,1,2,2,1,1,1,1,0,2,2,1,4,0,2,2,2,3,0,0,2,4,1,1,2,5,0,3,1,3,0,0,5,5,4,2,2,2,1,3,2,0,2,3,1,1,2,1,0
258,0,0,0,0,0,0,2,2,3,1,2,2,0,2,2,5,1,0,0,4,5,1,3,4,2,1,2,2,6,5,2,1,2,1,1,2,1,0,0,2,1,1,2,1,2,1,2,5,5,4,2,3,2,1,0
259,0,0,1,0,0,0,3,1,2,6,1,2,1,1,1,1,1,4,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,1,3,3,1,2,0,4,0,2,0,3,1,0,2,0,0
260,0,0,0,0,2,0,4,3,3,2,0,3,0,1,3,4,2,2,5,0,1,1,1,4,5,2,0,3,3,3,3,7,5,2,2,0,2,3,3,0,2,1,4,8,1,4,1,1,3,3,1,0,2,1,0
261,0,0,1,1,1,1,2,5,7,4,2,4,2,2,4,1,3,2,1,2,2,0,4,4,9,4,2,5,2,4,5,5,2,3,2,4,4,4,4,7,5,3,1,3,1,2,1,1,8,4,1,7,3,1,0
262,0,0,0,0,1,7,4,3,2,3,4,6,2,3,1,2,4,6,1,2,4,3,2,1,1,2,3,2,2,0,4,3,3,2,1,1,3,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0
263,0,1,0,0,0,0,3,8,3,7,6,7,5,0,1,1,4,3,2,3,3,3,2,5,3,1,3,2,0,0,5,7,2,1,3,2,3,2,1,7,1,8,0,5,5,7,4,10,3,5,3,4,2,3,0
264,0,0,0,1,0,4,2,2,3,2,1,0,3,2,4,2,4,1,3,6,6,3,2,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,7,7,1,3,0,0
265,0,0,0,0,1,1,0,6,6,3,2,3,2,5,2,3,4,5,2,2,0,1,6,4,1,3,6,3,1,0,0,0,0,0,0,1,9,1,2,2,6,2,4,1,4,5,2,4,2,0,3,0,1,0,0
266,0,0,0,0,0,0,3,2,1,5,3,3,2,1,4,1,0,0,2,1,0,0,0,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0
267,4,3,5,1,2,4,4,7,5,2,4,4,3,1,2,0,3,3,1,1,0,2,6,2,4,2,1,3,4,1,0,6,4,3,4,3,2,1,3,0,2,1,1,2,1,3,4,2,2,2,3,3,3,0,0
268,0,0,0,0,0,0,6,4,4,3,3,7,2,2,3,3,3,3,2,4,6,1,0,1,5,0,1,2,1,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,4,1,1,0
269,0,1,0,0,0,1,3,0,1,2,1,2,0,2,2,2,3,0,2,4,0,0,1,2,2,1,2,0,3,1,0,0,2,2,2,3,2,2,5,1,2,2,5,4,3,2,2,0,1,5,1,2,2,0,0
270,0,0,0,0,0,0,0,2,0,1,1,0,2,0,0,4,1,0,5,2,4,0,1,3,2,0,4,0,0,0,0,0,0,0,1,0,0,1,1,1,3,2,9,2,1,3,3,0,0,1,1,0,0,0,0
271,1,0,0,2,1,1,5,8,9,2,3,8,5,5,7,8,5,6,4,5,3,2,3,3,3,1,2,1,2,10,5,6,6,7,5,4,5,4,3,7,2,12,4,5,0,7,6,6,5,5,8,6,5,3,0
272,0,0,4,1,0,1,18,2,0,0,1,0,3,0,5,0,0,16,3,3,9,3,2,1,4,0,3,3,4,1,7,3,1,1,2,3,8,2,3,2,3,3,4,0,5,5,1,1,1,7,10,4,1,1,0
