,11-28-2016,12-28-2016,1-28-2017,2-28-2017
63,54.0,70.0,84.0,0.0
64,102.0,117.0,170.0,0.0
65,43.0,44.0,58.0,0.0
66,121.0,138.0,165.0,0.0
67,57.0,62.0,75.0,0.0
68,116.0,161.0,207.0,0.0
69,63.0,67.0,100.0,0.0
70,61.0,66.0,69.0,0.0
71,53.0,66.0,81.0,0.0
72,69.0,74.0,86.0,0.0
73,45.0,61.0,48.0,0.0
74,21.0,23.0,15.0,0.0
75,0.0,0.0,0.0,0.0
76,43.0,60.0,41.0,0.0
77,16.0,18.0,27.0,0.0
78,20.0,25.0,26.0,0.0
79,32.0,28.0,38.0,0.0
80,18.0,22.0,21.0,0.0
81,24.0,32.0,50.0,0.0
82,22.0,18.0,42.0,0.0
83,27.0,39.0,38.0,0.0
84,31.0,38.0,79.0,0.0
85,31.0,25.0,36.0,0.0
86,16.0,15.0,23.0,0.0
87,14.0,18.0,13.0,0.0
88,38.0,38.0,53.0,0.0
89,10.0,11.0,22.0,0.0
90,17.0,42.0,46.0,0.0
91,1.0,3.0,3.0,0.0
92,1.0,2.0,0.0,0.0
93,3.0,5.0,0.0,0.0
94,6.0,0.0,2.0,0.0
95,7.0,6.0,6.0,0.0
96,3.0,7.0,4.0,0.0
97,0.0,0.0,0.0,0.0
98,4.0,7.0,4.0,0.0
99,5.0,9.0,6.0,0.0
100,13.0,7.0,9.0,0.0
101,8.0,4.0,13.0,0.0
102,5.0,3.0,4.0,0.0
103,6.0,2.0,6.0,0.0
104,7.0,5.0,3.0,0.0
105,8.0,2.0,9.0,0.0
106,9.0,9.0,4.0,0.0
107,47.0,55.0,40.0,0.0
108,34.0,52.0,49.0,0.0
109,47.0,30.0,35.0,0.0
110,26.0,31.0,26.0,0.0
111,54.0,49.0,69.0,0.0
112,18.0,33.0,39.0,0.0
113,17.0,25.0,25.0,0.0
114,50.0,44.0,43.0,0.0
115,23.0,35.0,38.0,0.0
116,19.0,48.0,32.0,0.0
117,36.0,48.0,31.0,0.0
118,3.0,4.0,5.0,0.0
119,32.0,27.0,58.0,0.0
120,32.0,68.0,54.0,0.0
121,117.0,92.0,100.0,0.0
122,27.0,41.0,41.0,0.0
123,3.0,2.0,4.0,0.0
124,10.0,14.0,15.0,0.0
125,13.0,13.0,9.0,0.0
126,22.0,28.0,36.0,0.0
127,18.0,33.0,41.0,0.0
128,9.0,8.0,10.0,0.0
129,53.0,57.0,68.0,0.0
130,5.0,13.0,3.0,0.0
131,38.0,46.0,44.0,0.0
132,6.0,5.0,1.0,0.0
133,3.0,1.0,6.0,0.0
134,16.0,13.0,12.0,0.0
135,30.0,30.0,31.0,0.0
136,9.0,13.0,3.0,0.0
137,13.0,7.0,11.0,0.0
138,76.0,124.0,100.0,0.0
139,40.0,30.0,34.0,0.0
140,31.0,19.0,25.0,0.0
141,61.0,66.0,57.0,0.0
142,13.0,95.0,103.0,0.0
143,0.0,0.0,0.0,0.0
144,9.0,1.0,1.0,0.0
145,24.0,39.0,49.0,0.0
146,5.0,8.0,7.0,0.0
147,8.0,4.0,7.0,0.0
148,4.0,3.0,6.0,0.0
149,4.0,9.0,9.0,0.0
150,9.0,10.0,4.0,0.0
151,0.0,2.0,5.0,0.0
152,17.0,19.0,13.0,0.0
153,6.0,6.0,3.0,0.0
154,41.0,52.0,45.0,0.0
155,0.0,6.0,12.0,0.0
156,29.0,21.0,21.0,0.0
157,36.0,53.0,46.0,0.0
158,17.0,47.0,25.0,0.0
159,27.0,32.0,33.0,0.0
160,59.0,82.0,86.0,0.0
161,0.0,0.0,2.0,0.0
162,9.0,6.0,14.0,0.0
163,30.0,45.0,76.0,0.0
164,36.0,46.0,42.0,0.0
165,20.0,20.0,24.0,0.0
166,29.0,49.0,51.0,0.0
167,37.0,66.0,26.0,0.0
168,60.0,58.0,57.0,0.0
169,6.0,17.0,9.0,0.0
170,43.0,65.0,76.0,0.0
171,29.0,48.0,66.0,0.0
172,9.0,14.0,7.0,0.0
173,77.0,106.0,86.0,0.0
174,1.0,10.0,11.0,0.0
175,36.0,34.0,32.0,0.0
176,8.0,23.0,9.0,0.0
177,17.0,27.0,7.0,0.0
178,17.0,27.0,36.0,0.0
179,15.0,13.0,9.0,0.0
180,65.0,62.0,68.0,0.0
181,13.0,46.0,25.0,0.0
182,0.0,0.0,5.0,0.0
183,2.0,4.0,2.0,0.0
184,12.0,11.0,15.0,0.0
185,5.0,7.0,5.0,0.0
186,2.0,1.0,1.0,0.0
187,0.0,3.0,1.0,0.0
188,4.0,7.0,1.0,0.0
189,2.0,2.0,0.0,0.0
190,1.0,0.0,2.0,0.0
191,2.0,6.0,6.0,0.0
192,0.0,0.0,1.0,0.0
193,1.0,3.0,0.0,0.0
194,5.0,3.0,0.0,0.0
195,4.0,6.0,10.0,0.0
196,73.0,92.0,74.0,0.0
197,12.0,17.0,14.0,0.0
198,7.0,17.0,6.0,0.0
199,10.0,16.0,11.0,0.0
200,11.0,15.0,14.0,0.0
201,7.0,13.0,8.0,0.0
202,6.0,9.0,16.0,0.0
203,14.0,8.0,22.0,0.0
204,2.0,3.0,5.0,0.0
205,10.0,6.0,10.0,0.0
206,30.0,30.0,33.0,0.0
207,13.0,7.0,15.0,0.0
208,3.0,6.0,5.0,0.0
209,10.0,8.0,10.0,0.0
210,3.0,3.0,8.0,0.0
211,7.0,7.0,15.0,0.0
212,27.0,14.0,13.0,0.0
213,4.0,3.0,6.0,0.0
214,9.0,2.0,17.0,0.0
215,6.0,3.0,13.0,0.0
216,11.0,10.0,9.0,0.0
217,3.0,2.0,10.0,0.0
218,163.0,146.0,117.0,0.0
219,24.0,32.0,26.0,0.0
220,43.0,48.0,47.0,0.0
221,16.0,15.0,12.0,0.0
222,62.0,67.0,81.0,0.0
223,1.0,13.0,18.0,0.0
224,37.0,66.0,48.0,0.0
225,1.0,5.0,7.0,0.0
226,62.0,70.0,86.0,0.0
227,25.0,20.0,16.0,0.0
228,94.0,72.0,93.0,0.0
229,107.0,115.0,141.0,0.0
230,0.0,0.0,0.0,0.0
231,34.0,40.0,53.0,0.0
233,0.0,0.0,0.0,0.0
233,76.0,74.0,161.0,0.0
234,34.0,52.0,83.0,0.0
235,34.0,54.0,66.0,0.0
236,32.0,28.0,86.0,0.0
237,35.0,40.0,51.0,0.0
238,39.0,34.0,42.0,0.0
239,48.0,66.0,68.0,0.0
240,23.0,26.0,57.0,0.0
241,26.0,35.0,28.0,0.0
242,53.0,97.0,85.0,0.0
243,21.0,35.0,39.0,0.0
244,51.0,55.0,48.0,0.0
245,4.0,11.0,5.0,0.0
246,62.0,80.0,64.0,0.0
247,85.0,75.0,69.0,0.0
248,11.0,14.0,12.0,0.0
249,1.0,3.0,1.0,0.0
250,2.0,3.0,6.0,0.0
251,1.0,1.0,0.0,0.0
252,1.0,1.0,1.0,0.0
253,1.0,3.0,2.0,0.0
254,1.0,1.0,0.0,0.0
255,2.0,0.0,2.0,0.0
256,0.0,0.0,1.0,0.0
257,3.0,2.0,2.0,0.0
258,2.0,2.0,3.0,0.0
259,2.0,7.0,6.0,0.0
260,0.0,4.0,0.0,0.0
261,11.0,12.0,2.0,0.0
262,9.0,6.0,4.0,0.0
263,12.0,23.0,17.0,0.0
264,2.0,4.0,4.0,0.0
265,4.0,10.0,3.0,0.0
266,3.0,4.0,2.0,0.0
267,7.0,7.0,10.0,0.0
268,3.0,9.0,3.0,0.0
269,3.0,7.0,2.0,0.0
270,1.0,2.0,5.0,0.0
271,9.0,11.0,12.0,0.0
272,1.0,0.0,6.0,0.0
273,2.0,5.0,1.0,0.0
274,25.0,16.0,23.0,0.0
275,14.0,20.0,32.0,0.0
276,31.0,31.0,33.0,0.0
277,34.0,37.0,33.0,0.0
278,26.0,31.0,28.0,0.0
279,42.0,43.0,67.0,0.0
280,22.0,30.0,32.0,0.0
281,34.0,50.0,54.0,0.0
282,27.0,35.0,24.0,0.0
283,50.0,39.0,41.0,0.0
284,31.0,32.0,37.0,0.0
285,42.0,49.0,36.0,0.0
286,37.0,35.0,24.0,0.0
287,20.0,21.0,24.0,0.0
288,26.0,33.0,35.0,0.0
289,0.0,0.0,0.0,0.0
290,3.0,3.0,0.0,0.0
291,13.0,7.0,17.0,0.0
292,3.0,5.0,7.0,0.0
293,16.0,14.0,18.0,0.0
294,20.0,27.0,29.0,0.0
295,5.0,3.0,6.0,0.0
296,19.0,24.0,23.0,0.0
297,32.0,36.0,26.0,0.0
298,22.0,21.0,39.0,0.0
299,39.0,68.0,35.0,0.0
300,1.0,3.0,9.0,0.0
301,37.0,28.0,45.0,0.0
302,27.0,33.0,29.0,0.0
303,0.0,0.0,2.0,0.0
305,0.0,0.0,0.0,0.0
305,0.0,0.0,9.0,0.0
306,8.0,16.0,20.0,0.0
307,13.0,53.0,22.0,0.0
308,3.0,11.0,7.0,0.0
309,13.0,24.0,26.0,0.0
310,127.0,132.0,123.0,0.0
311,149.0,140.0,159.0,0.0
312,91.0,91.0,65.0,0.0
313,23.0,11.0,10.0,0.0
314,102.0,88.0,104.0,0.0
315,121.0,113.0,119.0,0.0
316,112.0,132.0,118.0,0.0
317,54.0,82.0,95.0,0.0
318,29.0,22.0,29.0,0.0
319,35.0,50.0,45.0,0.0
320,34.0,48.0,35.0,0.0
321,50.0,58.0,51.0,0.0
322,68.0,84.0,72.0,0.0
323,38.0,34.0,51.0,0.0
324,44.0,54.0,57.0,0.0
325,68.0,102.0,73.0,0.0
326,57.0,56.0,51.0,0.0
327,90.0,108.0,71.0,0.0
328,68.0,66.0,78.0,0.0
329,101.0,159.0,154.0,0.0
330,45.0,46.0,38.0,0.0
331,79.0,90.0,89.0,0.0
332,83.0,99.0,87.0,0.0
333,105.0,125.0,106.0,0.0
334,2.0,0.0,1.0,0.0
335,2.0,1.0,4.0,0.0
336,17.0,16.0,19.0,0.0
337,0.0,0.0,1.0,0.0
338,8.0,5.0,1.0,0.0
339,0.0,1.0,3.0,0.0
340,1.0,0.0,2.0,0.0
341,1.0,0.0,4.0,0.0
342,1.0,3.0,7.0,0.0
343,0.0,0.0,0.0,0.0
344,2.0,0.0,7.0,0.0
345,31.0,37.0,52.0,0.0
346,25.0,27.0,33.0,0.0
347,57.0,61.0,84.0,0.0
348,13.0,22.0,18.0,0.0
349,36.0,48.0,56.0,0.0
350,36.0,34.0,49.0,0.0
351,76.0,101.0,104.0,0.0
352,13.0,18.0,17.0,0.0
353,34.0,21.0,48.0,0.0
354,22.0,21.0,38.0,0.0
355,14.0,40.0,47.0,0.0
356,64.0,55.0,56.0,0.0
357,25.0,19.0,27.0,0.0
358,47.0,38.0,60.0,0.0
359,60.0,74.0,83.0,0.0
360,25.0,32.0,47.0,0.0
361,8.0,12.0,11.0,0.0
362,16.0,29.0,18.0,0.0
363,31.0,45.0,50.0,0.0
364,24.0,32.0,36.0,0.0
365,8.0,22.0,16.0,0.0
366,10.0,15.0,15.0,0.0
367,20.0,24.0,34.0,0.0
368,11.0,22.0,13.0,0.0
369,49.0,65.0,38.0,0.0
370,7.0,16.0,12.0,0.0
371,19.0,17.0,30.0,0.0
372,37.0,36.0,42.0,0.0
373,55.0,60.0,56.0,0.0
374,19.0,30.0,25.0,0.0
375,12.0,35.0,12.0,0.0
376,38.0,35.0,22.0,0.0
377,28.0,46.0,37.0,0.0
378,22.0,47.0,33.0,0.0
379,26.0,27.0,30.0,0.0
380,21.0,48.0,41.0,0.0
381,16.0,15.0,11.0,0.0
382,9.0,9.0,2.0,0.0
383,3.0,7.0,4.0,0.0
384,1.0,4.0,4.0,0.0
385,9.0,4.0,14.0,0.0
386,3.0,6.0,5.0,0.0
387,8.0,12.0,11.0,0.0
