P,[2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12,2020-1,2020-2,2020-3,2020-4,2020-5,2020-6,2020-7]
415_10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,2,1,0
415_11,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,2,0,0,1,0,0,1,1,0,0,1,0,1,0,2,0,1,1,1,0,0,1,2,2,4,0,2,0,1,0,1,1,0,1,0,1,0,3,1,0
415_12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,1,0,0,0,0,1,0,0
415_13,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,0,1,1,0,1,0
415_14,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,1,0,1,0,0,2,0,0,1,1,0,0,0,1,0,0,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,1,1,0,1,0
415_15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
415_16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415_17,0,0,0,0,0,0,3,1,0,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,2,4,5,0
415_18,0,0,0,0,0,0,5,8,7,11,6,3,9,4,8,19,6,7,7,6,6,15,11,6,10,7,4,7,7,20,8,7,9,15,9,8,10,8,14,9,8,15,16,13,10,7,7,8,11,6,8,8,13,12,0
415_19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415_20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415_21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415_22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415_23,0,0,0,0,0,0,0,0,0,0,0,0,9,4,8,18,6,7,7,6,5,15,11,5,0,0,0,6,6,14,0,2,2,0,1,0,0,0,0,1,0,0,0,0,0,6,6,7,10,5,10,6,13,16,0
415_24,0,0,0,0,0,0,3,3,4,13,6,4,0,0,0,0,0,0,0,0,1,0,0,1,6,5,2,0,1,2,6,3,4,9,5,6,5,5,8,6,6,12,13,10,7,1,1,2,1,3,0,4,3,1,0
415_25,0,0,0,0,0,0,4,5,3,1,5,2,0,0,0,1,0,0,0,0,0,0,0,0,3,2,2,1,1,4,1,2,3,6,3,2,3,3,5,2,1,2,1,3,3,1,0,0,0,0,0,0,0,0,0
415_26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415_27,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
415_28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
415_29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
415_30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415_31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415_32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416_0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
416_1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
416_2,0,0,0,0,0,1,1,1,2,3,1,2,0,3,4,3,2,1,4,2,3,3,4,4,8,4,1,4,5,1,6,4,3,2,1,4,2,3,3,2,4,6,4,6,6,3,3,2,5,5,5,1,6,1,0
416_3,0,0,0,0,0,0,3,0,1,1,1,5,3,2,1,2,5,5,7,6,2,7,11,4,8,6,8,5,11,7,6,9,4,7,6,6,8,5,8,5,3,4,4,3,4,3,4,2,2,2,4,3,4,1,0
416_4,0,0,0,0,0,0,2,1,4,6,6,6,7,7,9,6,3,6,3,4,9,4,2,0,4,5,2,4,3,3,3,5,7,5,3,3,6,4,6,8,2,6,6,3,4,7,4,4,5,6,4,6,9,3,0
416_5,0,0,0,0,0,0,2,3,6,7,7,9,14,12,10,12,13,11,11,8,17,10,12,11,9,10,13,8,14,7,13,9,5,15,8,4,16,5,7,9,13,11,8,14,7,8,16,13,10,6,9,7,8,3,0
416_6,0,0,0,0,0,0,2,0,1,2,4,6,4,3,7,5,3,3,2,3,2,3,3,5,3,7,4,5,8,5,3,4,3,6,2,4,6,6,5,8,5,2,6,5,6,7,3,5,6,6,12,3,9,0,0
416_7,0,0,0,0,0,1,4,1,2,2,6,9,9,8,4,8,4,4,4,4,0,3,2,5,2,1,5,4,7,2,4,5,3,5,5,1,6,3,8,7,2,2,5,6,1,3,4,8,2,2,7,4,8,0,0
416_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
416_9,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
416_10,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,2,1,0,2,1,1,0,1,2,1,0,2,3,2,1,2,0,3,2,1,1,1,0,1,2,0,1,1,1,1,3,1,0,1,0,0
416_11,0,0,0,0,0,0,1,3,3,1,3,3,1,2,6,1,4,1,0,4,2,2,2,1,3,0,1,1,3,2,4,2,0,3,2,1,2,2,4,1,1,3,2,1,5,3,4,1,2,5,1,4,2,0,0
416_12,0,0,0,0,0,0,1,2,1,1,0,2,2,0,2,1,1,0,1,2,2,0,0,1,2,0,0,1,0,0,1,0,0,0,0,1,1,2,0,2,2,3,1,1,1,1,2,3,0,2,1,1,2,0,0
416_13,0,0,0,0,0,0,1,1,0,1,1,2,2,1,3,4,1,0,1,4,4,3,2,1,1,4,2,2,1,0,3,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
416_14,0,0,0,0,0,0,0,0,1,1,1,2,0,0,3,2,2,3,1,3,2,3,1,4,1,1,1,1,2,2,0,1,0,2,1,0,1,2,0,5,2,2,4,6,2,3,3,4,2,3,1,0,1,1,0
416_15,0,0,0,0,0,0,3,0,2,0,0,1,3,0,0,0,0,2,1,3,0,0,4,5,2,1,4,2,0,1,3,2,0,3,0,1,2,2,3,2,2,1,1,2,4,2,1,0,2,1,2,0,1,0,0
416_16,0,0,0,0,0,0,13,2,10,10,16,28,26,16,16,11,3,4,0,1,1,1,1,0,2,0,2,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
416_17,0,0,0,0,0,0,1,8,11,19,8,14,15,17,30,29,27,24,28,34,31,29,39,38,34,33,36,36,47,26,43,39,28,50,31,24,49,34,43,52,37,34,32,42,28,26,34,23,20,22,27,14,34,5,0
416_18,0,0,0,0,0,2,5,3,3,1,6,5,4,5,4,10,9,8,9,10,13,8,4,4,8,5,3,2,7,3,3,5,2,4,1,3,4,1,1,0,3,8,10,8,12,14,13,21,17,16,18,15,17,4,0
416_19,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,2,2,1,1,0,0
416_20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416_21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416_22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416_23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,2,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,2,0,2,1,0,1,0,1,0,0,2,2,1,5,3,1,8,3,0
416_24,0,0,0,0,0,0,10,9,17,20,23,34,35,30,37,34,30,27,29,35,31,27,30,38,33,29,33,30,38,20,36,40,22,39,24,21,45,29,31,38,30,29,28,38,32,31,29,33,26,29,32,22,32,4,0
416_25,0,0,0,0,0,2,9,4,4,10,6,12,10,8,12,15,8,7,8,8,11,11,13,4,11,7,6,8,16,10,9,3,7,15,8,5,7,7,12,14,10,12,15,12,7,9,15,10,10,5,11,7,12,1,0
416_26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0
416_27,0,0,0,0,0,0,1,0,2,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,2,2,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
416_28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416_29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416_30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
416_31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,2,2,0,1,0,0
416_32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417_0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417_2,0,0,0,0,0,0,0,2,0,1,0,3,0,4,1,1,5,1,2,0,0,4,0,1,0,0,0,0,0,2,2,4,1,3,1,0,4,0,2,1,2,0,3,0,3,0,1,1,2,1,1,1,1,0,0
417_3,1,0,0,0,0,0,1,3,1,3,0,3,3,5,4,3,15,0,6,2,0,2,1,2,0,0,4,0,1,3,2,4,0,1,1,3,9,0,0,3,0,2,3,2,2,1,3,2,2,4,2,1,1,0,0
417_4,0,0,0,0,0,1,0,6,1,5,2,4,3,4,4,1,4,1,3,1,1,1,1,0,2,0,1,2,1,5,2,4,1,4,3,0,7,2,2,1,4,4,5,5,2,3,2,2,2,2,0,1,2,1,0
417_5,0,0,0,0,0,1,1,7,0,13,2,9,4,9,11,1,12,0,4,6,3,2,1,5,1,0,1,1,2,3,2,2,2,7,7,3,3,2,2,8,3,4,14,6,8,10,4,4,4,8,6,8,10,1,0
417_6,0,0,0,0,0,0,2,4,3,7,5,1,7,9,5,0,5,2,4,0,1,4,0,3,2,3,1,0,1,4,0,1,1,6,3,2,1,7,2,3,3,6,5,4,1,6,1,4,0,2,4,4,3,1,0
417_7,0,0,0,0,0,3,2,8,1,12,9,7,14,7,9,8,3,3,5,2,2,2,2,1,1,0,0,0,0,2,1,2,1,4,2,1,4,0,3,2,2,1,7,5,7,2,9,3,7,4,4,7,4,1,0
417_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
417_10,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,2,1,0,1,0,0,2,0,2,0,1,2,0,2,1,1,2,0,0,0,0
417_11,0,0,0,0,0,1,1,3,1,1,3,2,4,3,3,3,0,1,2,1,1,0,0,0,0,2,1,0,0,1,0,2,1,3,0,0,2,0,1,0,0,0,1,0,2,2,1,0,1,3,0,4,0,0,0
417_12,0,0,0,0,0,0,0,0,1,2,1,1,2,1,4,1,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2,1,2,2,0,1,1,0,0,0,0,0,0
417_13,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0,0,1,0,1,1,1,0,2,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,2,0,0,1,1,0,0,1,0,1,0,0,0
417_14,0,0,0,0,0,0,0,2,0,1,0,2,1,3,1,0,0,0,0,3,0,0,1,1,0,0,0,0,0,3,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,3,0,3,2,2,0,0,0,0
417_15,0,0,0,0,0,0,0,1,0,1,0,2,0,2,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,1,1,0,1,1,0,0,0,0,2,0,1,1,2,0,1,1,0,0,0,0,0
417_16,0,0,0,0,0,0,0,0,1,20,4,14,2,12,19,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417_17,0,0,0,0,0,2,2,5,0,9,8,11,18,22,15,13,3,0,0,0,0,14,7,14,4,5,8,5,4,22,9,19,5,29,20,10,14,12,10,18,17,13,30,12,2,23,14,6,13,19,8,14,9,4,0
417_18,1,0,0,0,0,5,6,30,8,19,11,10,20,15,12,6,41,10,28,16,9,4,2,3,2,0,2,1,1,2,2,7,3,3,3,0,19,1,1,1,1,5,16,11,27,8,13,13,11,9,13,13,12,0,0
417_19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
417_20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417_21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417_22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417_23,0,0,0,0,0,0,0,1,0,1,2,9,1,5,1,6,2,0,0,1,0,1,0,0,4,3,7,5,3,22,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,0,10,16,14,22,17,3,0
417_24,1,0,0,0,0,4,7,30,6,38,16,24,34,38,39,12,19,7,22,12,6,13,4,6,2,0,0,0,2,1,6,7,6,25,14,7,11,9,9,13,11,14,34,18,21,24,20,16,12,10,6,3,4,1,0
417_25,0,0,0,0,0,3,1,5,1,9,3,2,5,5,5,2,28,3,6,3,3,4,5,11,0,2,3,1,0,2,5,19,2,7,9,3,22,4,3,6,6,2,11,4,9,7,6,3,2,3,1,2,0,0,0
417_26,0,0,0,0,0,0,0,0,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417_27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
417_28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417_29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417_30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417_31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0
417_32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
418_1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418_2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418_3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
418_4,0,0,0,0,0,0,0,1,2,1,1,1,0,1,0,1,0,1,0,7,1,4,1,0,1,1,1,2,1,1,1,1,0,2,1,0,1,1,0,0,0,1,1,2,2,1,0,0,0,0,1,0,0,1,0
418_5,0,0,0,0,0,0,0,0,1,2,0,1,1,1,2,1,2,2,1,1,3,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,2,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0
418_6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,2,0,1,3,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0
418_7,0,0,0,0,0,0,0,0,0,0,2,2,1,0,2,1,1,0,0,0,1,0,0,0,1,1,2,1,1,0,2,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
418_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
418_10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,2,0,1,1,1,0,0,0,2,0,1,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
418_11,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0
418_12,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
418_13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0,1,0,2,1,1,0,3,1,1,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418_14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
418_15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,2,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0
418_16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418_17,0,0,0,0,0,0,0,5,2,5,3,2,0,2,1,1,1,3,3,11,5,8,3,0,3,1,6,2,3,1,5,4,4,6,5,2,2,4,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0
