,6-28-2019,7-28-2019,8-28-2019,11-28-2021
63,115.0,142.0,7.0,142.0
64,205.0,226.0,15.0,15.0
65,73.0,69.0,9.0,73.0
66,184.0,223.0,13.0,13.0
67,92.0,102.0,12.0,102.0
68,156.0,224.0,23.0,156.0
69,139.0,191.0,10.0,139.0
70,115.0,105.0,5.0,115.0
71,99.0,96.0,21.0,96.0
72,122.0,148.0,9.0,9.0
73,46.0,88.0,17.0,88.0
74,24.0,39.0,1.0,24.0
75,10.0,21.0,1.0,1.0
76,48.0,75.0,7.0,48.0
77,34.0,33.0,3.0,3.0
78,10.0,29.0,1.0,10.0
79,33.0,34.0,1.0,34.0
80,14.0,15.0,3.0,15.0
81,31.0,52.0,5.0,5.0
82,36.0,73.0,4.0,73.0
83,25.0,41.0,0.0,25.0
84,68.0,38.0,1.0,68.0
85,103.0,123.0,5.0,5.0
86,4.0,10.0,0.0,4.0
87,22.0,48.0,0.0,48.0
88,33.0,47.0,2.0,47.0
89,24.0,32.0,0.0,24.0
90,38.0,31.0,1.0,38.0
91,4.0,3.0,0.0,3.0
92,1.0,1.0,0.0,1.0
93,5.0,9.0,0.0,9.0
94,3.0,2.0,0.0,0.0
95,6.0,6.0,0.0,6.0
96,1.0,3.0,2.0,2.0
97,0.0,0.0,0.0,0.0
98,2.0,4.0,0.0,4.0
99,26.0,23.0,0.0,26.0
100,15.0,14.0,0.0,0.0
101,11.0,16.0,0.0,11.0
102,16.0,21.0,0.0,0.0
103,5.0,11.0,0.0,0.0
104,14.0,21.0,3.0,21.0
105,12.0,14.0,1.0,1.0
106,6.0,23.0,1.0,23.0
107,59.0,44.0,2.0,2.0
108,82.0,67.0,1.0,82.0
109,39.0,42.0,8.0,8.0
110,41.0,33.0,2.0,33.0
111,35.0,45.0,4.0,4.0
112,27.0,48.0,1.0,48.0
113,67.0,30.0,3.0,3.0
114,35.0,35.0,1.0,1.0
115,38.0,45.0,1.0,1.0
116,38.0,51.0,0.0,38.0
117,20.0,24.0,1.0,20.0
118,9.0,9.0,1.0,9.0
119,15.0,26.0,0.0,26.0
120,57.0,56.0,3.0,57.0
121,116.0,89.0,6.0,6.0
122,21.0,32.0,0.0,0.0
123,2.0,2.0,0.0,2.0
124,57.0,77.0,3.0,77.0
125,8.0,14.0,2.0,14.0
126,14.0,16.0,4.0,4.0
127,35.0,40.0,3.0,40.0
128,41.0,36.0,1.0,41.0
129,69.0,70.0,1.0,70.0
130,24.0,39.0,1.0,39.0
131,64.0,46.0,4.0,64.0
132,5.0,9.0,0.0,5.0
133,2.0,2.0,1.0,2.0
134,28.0,67.0,2.0,2.0
135,154.0,137.0,4.0,137.0
136,21.0,19.0,2.0,19.0
137,32.0,36.0,2.0,2.0
138,100.0,121.0,9.0,9.0
139,36.0,44.0,1.0,1.0
140,80.0,102.0,7.0,80.0
141,98.0,112.0,2.0,98.0
142,262.0,222.0,14.0,222.0
143,7.0,13.0,1.0,1.0
144,5.0,5.0,0.0,0.0
145,40.0,46.0,3.0,46.0
146,11.0,36.0,1.0,1.0
147,20.0,11.0,0.0,11.0
148,20.0,19.0,1.0,19.0
149,23.0,22.0,0.0,23.0
