,11-28-2018,12-28-2018,1-28-2019,8-28-2021
0,493.0,1229.0,1053.0,1053.0
1,66.0,177.0,133.0,177.0
2,202.0,373.0,293.0,373.0
3,11.0,32.0,22.0,11.0
4,64.0,156.0,117.0,156.0
5,169.0,424.0,291.0,169.0
6,138.0,292.0,199.0,138.0
7,102.0,207.0,154.0,102.0
8,348.0,790.0,651.0,651.0
9,52.0,132.0,161.0,52.0
10,188.0,343.0,271.0,271.0
11,229.0,473.0,427.0,427.0
12,143.0,303.0,212.0,303.0
13,27.0,57.0,43.0,27.0
14,102.0,228.0,205.0,102.0
15,28.0,89.0,44.0,44.0
16,375.0,749.0,655.0,749.0
17,323.0,590.0,884.0,590.0
18,210.0,424.0,372.0,210.0
19,28.0,37.0,34.0,37.0
20,26.0,74.0,79.0,74.0
21,234.0,395.0,266.0,395.0
22,142.0,283.0,232.0,142.0
23,110.0,230.0,157.0,230.0
24,1767.0,4134.0,3239.0,1767.0
25,25.0,63.0,62.0,62.0
26,684.0,1379.0,1083.0,684.0
27,64.0,145.0,138.0,138.0
28,51.0,168.0,120.0,51.0
29,20.0,73.0,60.0,20.0
30,98.0,275.0,238.0,238.0
31,142.0,294.0,252.0,142.0
32,233.0,582.0,476.0,582.0
33,13.0,28.0,29.0,29.0
34,89.0,208.0,140.0,89.0
35,6.0,14.0,9.0,14.0
36,35.0,69.0,59.0,59.0
37,10.0,25.0,35.0,25.0
38,250.0,652.0,454.0,454.0
39,246.0,528.0,438.0,528.0
40,216.0,439.0,281.0,439.0
41,88.0,156.0,140.0,156.0
42,97.0,196.0,179.0,196.0
43,91.0,187.0,135.0,91.0
44,74.0,183.0,158.0,183.0
45,23.0,28.0,40.0,23.0
46,172.0,370.0,268.0,370.0
47,20.0,31.0,65.0,20.0
48,86.0,227.0,153.0,227.0
49,65.0,101.0,85.0,85.0
50,252.0,567.0,422.0,422.0
51,12.0,31.0,42.0,31.0
52,227.0,562.0,556.0,227.0
53,119.0,198.0,157.0,157.0
54,74.0,131.0,100.0,100.0
55,28.0,113.0,74.0,113.0
56,215.0,479.0,348.0,479.0
57,205.0,465.0,408.0,465.0
58,71.0,211.0,195.0,211.0
59,31.0,130.0,55.0,130.0
60,189.0,419.0,297.0,419.0
61,36.0,64.0,49.0,64.0
62,11.0,21.0,25.0,21.0

