,12-28-2019,1-28-2020,2-28-2020,2-28-2022
0,1351.0,1227.0,416.0,416.0
1,217.0,252.0,53.0,252.0
2,404.0,431.0,67.0,431.0
3,26.0,19.0,7.0,26.0
4,48.0,201.0,62.0,201.0
5,402.0,424.0,108.0,402.0
6,255.0,232.0,58.0,255.0
7,271.0,258.0,63.0,271.0
8,769.0,760.0,163.0,163.0
9,155.0,142.0,37.0,155.0
10,452.0,538.0,115.0,115.0
11,438.0,503.0,103.0,103.0
12,369.0,351.0,88.0,351.0
13,53.0,59.0,16.0,53.0
14,272.0,221.0,38.0,272.0
15,55.0,64.0,15.0,15.0
16,756.0,779.0,176.0,779.0
17,535.0,874.0,194.0,874.0
18,406.0,400.0,115.0,406.0
19,27.0,30.0,17.0,30.0
20,69.0,89.0,25.0,89.0
21,408.0,428.0,61.0,428.0
22,268.0,311.0,66.0,268.0
23,210.0,207.0,52.0,207.0
24,3840.0,3849.0,1014.0,3840.0
25,138.0,132.0,28.0,28.0
26,1388.0,1446.0,306.0,1388.0
27,231.0,198.0,31.0,31.0
28,186.0,178.0,39.0,186.0
29,68.0,71.0,16.0,68.0
30,194.0,192.0,47.0,47.0
31,304.0,366.0,78.0,304.0
32,573.0,592.0,143.0,592.0
33,13.0,32.0,7.0,7.0
34,209.0,257.0,64.0,209.0
35,21.0,43.0,12.0,43.0
36,81.0,79.0,22.0,22.0
37,44.0,48.0,9.0,48.0
38,530.0,534.0,98.0,98.0
39,485.0,575.0,151.0,575.0
40,450.0,424.0,92.0,424.0
41,129.0,130.0,30.0,130.0
42,278.0,195.0,68.0,195.0
43,215.0,187.0,32.0,215.0
44,136.0,179.0,36.0,179.0
45,47.0,30.0,10.0,47.0
46,344.0,339.0,65.0,339.0
47,81.0,123.0,7.0,81.0
48,225.0,233.0,43.0,233.0
49,128.0,141.0,16.0,16.0
50,574.0,702.0,158.0,158.0
51,57.0,60.0,17.0,60.0
52,553.0,575.0,144.0,553.0
53,217.0,181.0,39.0,39.0
54,154.0,158.0,32.0,32.0
55,62.0,80.0,11.0,80.0
56,367.0,412.0,56.0,412.0
57,507.0,449.0,117.0,449.0
58,149.0,183.0,27.0,183.0
59,154.0,172.0,26.0,172.0
60,359.0,409.0,100.0,409.0
61,57.0,53.0,5.0,53.0
62,63.0,48.0,6.0,48.0

