,3-28-2018,4-28-2018,5-28-2018,4-28-2021
0,1087.0,1195.0,563.0,563.0
1,203.0,268.0,59.0,268.0
2,329.0,412.0,166.0,412.0
3,36.0,35.0,16.0,36.0
4,134.0,116.0,15.0,116.0
5,313.0,375.0,154.0,313.0
6,293.0,310.0,107.0,293.0
7,165.0,186.0,92.0,165.0
8,548.0,621.0,233.0,233.0
9,143.0,158.0,58.0,143.0
10,279.0,322.0,127.0,127.0
11,388.0,416.0,174.0,174.0
12,245.0,320.0,131.0,320.0
13,47.0,55.0,36.0,47.0
14,229.0,215.0,94.0,229.0
15,55.0,74.0,19.0,19.0
16,588.0,698.0,250.0,698.0
17,687.0,764.0,341.0,764.0
18,344.0,431.0,155.0,344.0
19,23.0,33.0,6.0,33.0
20,58.0,67.0,30.0,67.0
21,361.0,471.0,133.0,471.0
22,269.0,366.0,131.0,269.0
23,228.0,214.0,112.0,214.0
24,3066.0,3476.0,1350.0,3066.0
25,42.0,66.0,32.0,32.0
26,1295.0,1577.0,570.0,1295.0
27,155.0,173.0,77.0,77.0
28,151.0,195.0,95.0,151.0
29,60.0,79.0,34.0,60.0
30,223.0,249.0,119.0,119.0
31,213.0,251.0,131.0,213.0
32,534.0,521.0,226.0,521.0
33,19.0,37.0,13.0,13.0
34,153.0,198.0,77.0,153.0
35,20.0,27.0,1.0,27.0
36,85.0,50.0,28.0,28.0
37,27.0,52.0,20.0,52.0
38,551.0,567.0,266.0,266.0
39,545.0,591.0,271.0,591.0
40,532.0,481.0,164.0,481.0
41,141.0,165.0,80.0,165.0
42,223.0,221.0,102.0,221.0
43,150.0,151.0,67.0,150.0
44,160.0,196.0,67.0,196.0
45,56.0,73.0,18.0,56.0
46,274.0,358.0,169.0,358.0
47,66.0,87.0,38.0,66.0
48,225.0,232.0,95.0,232.0
49,89.0,123.0,59.0,59.0
50,504.0,550.0,228.0,228.0
51,49.0,46.0,27.0,46.0
52,561.0,567.0,232.0,561.0
53,254.0,237.0,101.0,101.0
54,221.0,214.0,92.0,92.0
55,101.0,131.0,49.0,131.0
56,420.0,449.0,150.0,449.0
57,371.0,452.0,171.0,452.0
58,180.0,162.0,68.0,162.0
59,96.0,116.0,49.0,116.0
60,436.0,473.0,197.0,473.0
61,58.0,81.0,30.0,81.0
62,37.0,29.0,14.0,29.0

