,8-28-2017,9-28-2017,10-28-2017,1-28-2021
63,32.0,97.0,103.0,97.0
64,51.0,172.0,156.0,156.0
65,15.0,48.0,60.0,15.0
66,58.0,146.0,140.0,140.0
67,28.0,120.0,86.0,120.0
68,80.0,208.0,203.0,80.0
69,38.0,130.0,103.0,38.0
70,21.0,85.0,65.0,21.0
71,46.0,115.0,80.0,115.0
72,24.0,93.0,86.0,86.0
73,18.0,62.0,43.0,62.0
74,11.0,12.0,6.0,11.0
75,1.0,3.0,1.0,1.0
76,16.0,60.0,52.0,16.0
77,11.0,37.0,34.0,34.0
78,12.0,48.0,31.0,12.0
79,17.0,37.0,38.0,37.0
80,0.0,0.0,0.0,0.0
81,4.0,46.0,26.0,26.0
82,18.0,55.0,57.0,55.0
83,2.0,23.0,26.0,2.0
84,24.0,64.0,60.0,24.0
85,30.0,113.0,72.0,72.0
86,3.0,7.0,19.0,3.0
87,8.0,20.0,16.0,20.0
88,12.0,53.0,39.0,53.0
89,8.0,25.0,21.0,8.0
90,4.0,40.0,41.0,4.0
91,0.0,1.0,1.0,1.0
92,1.0,4.0,3.0,4.0
93,0.0,3.0,6.0,3.0
94,4.0,5.0,6.0,6.0
95,5.0,3.0,8.0,5.0
96,1.0,4.0,3.0,3.0
97,0.0,0.0,2.0,2.0
98,1.0,5.0,5.0,5.0
99,3.0,14.0,6.0,3.0
100,2.0,15.0,5.0,5.0
101,0.0,7.0,9.0,0.0
102,3.0,9.0,6.0,6.0
103,2.0,15.0,7.0,7.0
104,2.0,17.0,6.0,17.0
105,2.0,12.0,7.0,7.0
106,1.0,15.0,4.0,15.0
107,13.0,73.0,77.0,77.0
108,11.0,16.0,9.0,11.0
109,13.0,43.0,34.0,34.0
110,14.0,38.0,49.0,38.0
111,24.0,61.0,54.0,54.0
112,23.0,40.0,59.0,40.0
113,8.0,30.0,34.0,34.0
114,18.0,63.0,37.0,37.0
115,6.0,31.0,31.0,31.0
116,13.0,28.0,25.0,13.0
117,6.0,42.0,27.0,6.0
118,3.0,13.0,11.0,13.0
119,18.0,47.0,53.0,47.0
120,28.0,64.0,51.0,28.0
121,17.0,90.0,77.0,77.0
122,13.0,30.0,34.0,34.0
123,1.0,3.0,1.0,3.0
124,5.0,47.0,9.0,47.0
125,8.0,13.0,10.0,13.0
126,6.0,9.0,13.0,13.0
127,14.0,30.0,28.0,30.0
128,8.0,30.0,25.0,8.0
129,18.0,35.0,20.0,35.0
130,6.0,7.0,6.0,7.0
131,2.0,5.0,8.0,2.0
132,2.0,7.0,7.0,2.0
133,0.0,3.0,1.0,0.0
134,9.0,20.0,45.0,45.0
135,20.0,100.0,50.0,100.0
136,4.0,25.0,17.0,25.0
137,12.0,22.0,39.0,39.0
138,30.0,73.0,78.0,78.0
139,11.0,87.0,43.0,43.0
140,9.0,35.0,47.0,9.0
141,22.0,52.0,89.0,22.0
142,28.0,104.0,95.0,104.0
143,2.0,3.0,5.0,5.0
144,1.0,4.0,3.0,3.0
145,7.0,38.0,41.0,38.0
146,1.0,7.0,17.0,17.0
147,1.0,4.0,9.0,4.0
148,2.0,12.0,14.0,12.0
149,7.0,19.0,8.0,7.0
150,8.0,12.0,4.0,8.0
151,1.0,4.0,0.0,4.0
152,3.0,2.0,1.0,3.0
153,4.0,7.0,9.0,7.0
154,17.0,39.0,34.0,39.0
155,5.0,19.0,20.0,5.0
156,4.0,12.0,57.0,4.0
157,18.0,62.0,42.0,18.0
158,3.0,16.0,11.0,16.0
159,11.0,22.0,25.0,25.0
160,29.0,83.0,71.0,83.0
161,1.0,0.0,0.0,0.0
162,5.0,10.0,7.0,10.0
163,18.0,48.0,35.0,48.0
164,24.0,58.0,39.0,24.0
165,20.0,57.0,39.0,20.0
166,15.0,62.0,43.0,15.0
167,8.0,38.0,39.0,38.0
168,9.0,70.0,72.0,9.0
169,16.0,12.0,15.0,12.0
170,19.0,67.0,77.0,77.0
171,24.0,48.0,45.0,24.0
172,6.0,28.0,17.0,6.0
173,38.0,125.0,92.0,92.0
174,5.0,31.0,28.0,28.0
175,19.0,46.0,37.0,19.0
176,3.0,24.0,26.0,26.0
177,3.0,11.0,12.0,3.0
178,6.0,4.0,6.0,4.0
179,6.0,9.0,10.0,10.0
180,23.0,81.0,57.0,23.0
181,8.0,43.0,23.0,8.0
182,0.0,2.0,2.0,2.0
183,0.0,0.0,2.0,2.0
184,5.0,17.0,12.0,17.0
185,1.0,8.0,11.0,8.0
186,1.0,3.0,3.0,3.0
187,1.0,5.0,3.0,1.0
188,0.0,4.0,3.0,3.0
189,0.0,2.0,1.0,0.0
190,1.0,7.0,9.0,7.0
191,3.0,4.0,3.0,4.0
192,0.0,0.0,1.0,0.0
193,0.0,1.0,5.0,0.0
194,3.0,7.0,4.0,3.0
195,4.0,11.0,7.0,4.0
196,30.0,114.0,78.0,30.0
197,2.0,14.0,13.0,2.0
198,4.0,18.0,24.0,18.0
199,6.0,17.0,13.0,13.0
200,8.0,20.0,20.0,20.0
201,7.0,18.0,9.0,9.0
202,6.0,15.0,12.0,15.0
203,3.0,14.0,17.0,14.0
204,4.0,7.0,11.0,11.0
205,4.0,9.0,8.0,4.0
206,12.0,31.0,34.0,12.0
207,2.0,10.0,12.0,2.0
208,1.0,9.0,10.0,9.0
209,3.0,8.0,6.0,8.0
210,1.0,9.0,8.0,1.0
211,1.0,6.0,6.0,6.0
212,6.0,16.0,17.0,17.0
213,1.0,3.0,3.0,1.0
214,5.0,27.0,11.0,11.0
215,5.0,16.0,11.0,16.0
216,5.0,11.0,2.0,5.0
217,4.0,10.0,11.0,11.0
218,79.0,230.0,213.0,213.0
219,2.0,22.0,20.0,20.0
220,18.0,45.0,49.0,45.0
221,11.0,30.0,22.0,22.0
222,21.0,63.0,70.0,70.0
223,16.0,48.0,62.0,62.0
224,22.0,37.0,39.0,39.0
225,9.0,9.0,14.0,14.0
226,25.0,99.0,96.0,25.0
227,8.0,56.0,39.0,39.0
228,16.0,98.0,56.0,98.0
229,56.0,168.0,117.0,168.0
230,0.0,0.0,0.0,0.0
231,20.0,126.0,62.0,20.0
233,0.0,0.0,0.0,0.0
233,30.0,168.0,115.0,115.0
234,27.0,98.0,66.0,66.0
235,17.0,76.0,93.0,17.0
236,18.0,65.0,67.0,67.0
237,15.0,48.0,30.0,30.0
238,14.0,41.0,29.0,41.0
239,43.0,75.0,71.0,43.0
240,8.0,50.0,25.0,50.0
241,8.0,38.0,31.0,38.0
242,38.0,80.0,70.0,70.0
243,11.0,60.0,42.0,42.0
244,23.0,57.0,58.0,23.0
245,8.0,25.0,16.0,25.0
246,26.0,99.0,67.0,99.0
247,40.0,105.0,59.0,40.0
248,2.0,10.0,16.0,2.0
249,0.0,0.0,0.0,0.0
250,3.0,2.0,6.0,2.0
251,1.0,1.0,1.0,1.0
252,2.0,1.0,2.0,2.0
253,1.0,1.0,0.0,0.0
254,0.0,0.0,1.0,0.0
255,1.0,1.0,1.0,1.0
256,0.0,1.0,2.0,0.0
257,1.0,6.0,1.0,1.0
258,1.0,6.0,1.0,6.0
259,3.0,0.0,1.0,1.0
260,0.0,1.0,1.0,1.0
261,4.0,2.0,3.0,3.0
262,1.0,4.0,0.0,1.0
263,1.0,5.0,7.0,1.0
264,2.0,10.0,7.0,7.0
265,1.0,0.0,0.0,0.0
266,0.0,0.0,1.0,1.0
267,2.0,0.0,0.0,0.0
268,1.0,6.0,2.0,1.0
269,4.0,3.0,4.0,3.0
270,0.0,8.0,4.0,0.0
271,3.0,8.0,8.0,8.0
272,2.0,17.0,9.0,9.0
273,2.0,2.0,3.0,2.0
274,5.0,27.0,15.0,5.0
275,18.0,46.0,19.0,19.0
276,7.0,55.0,40.0,40.0
277,14.0,60.0,44.0,14.0
278,22.0,42.0,23.0,42.0
279,11.0,66.0,46.0,46.0
