,2-28-2020,3-28-2020,4-28-2020,3-28-2022
63,94.0,143.0,49.0,143.0
64,158.0,186.0,49.0,49.0
65,46.0,70.0,11.0,46.0
66,120.0,207.0,12.0,12.0
67,77.0,91.0,34.0,91.0
68,190.0,250.0,67.0,190.0
69,72.0,147.0,24.0,72.0
70,54.0,121.0,24.0,54.0
71,80.0,156.0,43.0,156.0
72,101.0,129.0,28.0,28.0
73,86.0,88.0,15.0,88.0
74,20.0,46.0,11.0,20.0
75,7.0,15.0,3.0,3.0
76,43.0,54.0,12.0,43.0
77,25.0,34.0,9.0,9.0
78,30.0,31.0,13.0,30.0
79,25.0,35.0,10.0,35.0
80,22.0,29.0,13.0,29.0
81,22.0,37.0,9.0,9.0
82,20.0,25.0,13.0,25.0
83,8.0,38.0,7.0,8.0
84,27.0,58.0,18.0,27.0
85,132.0,136.0,53.0,53.0
86,12.0,17.0,7.0,12.0
87,5.0,13.0,5.0,13.0
88,7.0,19.0,6.0,19.0
89,24.0,54.0,11.0,24.0
90,19.0,51.0,11.0,19.0
91,3.0,4.0,0.0,4.0
92,1.0,0.0,0.0,0.0
93,0.0,12.0,3.0,12.0
94,1.0,6.0,1.0,1.0
95,4.0,6.0,2.0,4.0
96,4.0,5.0,0.0,0.0
97,0.0,0.0,1.0,1.0
98,2.0,1.0,0.0,1.0
99,18.0,39.0,3.0,18.0
100,16.0,25.0,3.0,3.0
101,28.0,31.0,4.0,28.0
102,24.0,27.0,9.0,9.0
103,15.0,26.0,8.0,8.0
104,27.0,39.0,5.0,39.0
105,26.0,29.0,6.0,6.0
106,17.0,27.0,6.0,27.0
107,48.0,52.0,18.0,18.0
108,45.0,38.0,19.0,45.0
109,19.0,30.0,6.0,6.0
110,30.0,28.0,11.0,28.0
111,55.0,78.0,11.0,11.0
112,41.0,32.0,15.0,32.0
113,33.0,45.0,15.0,15.0
114,35.0,59.0,10.0,10.0
115,26.0,33.0,9.0,9.0
116,38.0,26.0,3.0,38.0
117,10.0,23.0,6.0,10.0
118,16.0,10.0,4.0,10.0
119,15.0,17.0,14.0,17.0
120,36.0,56.0,8.0,36.0
121,90.0,128.0,31.0,31.0
122,37.0,44.0,12.0,12.0
123,5.0,7.0,0.0,7.0
124,17.0,55.0,2.0,55.0
125,6.0,3.0,3.0,3.0
126,13.0,12.0,3.0,3.0
127,33.0,27.0,10.0,27.0
128,37.0,51.0,7.0,37.0
129,66.0,73.0,17.0,73.0
130,17.0,32.0,8.0,32.0
131,40.0,30.0,14.0,40.0
132,4.0,6.0,0.0,4.0
133,8.0,3.0,2.0,8.0
134,16.0,22.0,3.0,3.0
135,80.0,136.0,32.0,136.0
136,15.0,19.0,15.0,19.0
137,26.0,37.0,13.0,13.0
138,115.0,135.0,37.0,37.0
139,43.0,73.0,5.0,5.0
140,111.0,116.0,33.0,111.0
141,98.0,102.0,29.0,98.0
142,198.0,243.0,61.0,243.0
143,6.0,12.0,3.0,3.0
144,2.0,3.0,0.0,0.0
145,2.0,5.0,0.0,5.0
146,17.0,15.0,0.0,0.0
147,7.0,10.0,4.0,10.0
148,17.0,22.0,5.0,22.0
149,6.0,17.0,6.0,6.0
150,20.0,23.0,6.0,20.0
151,17.0,23.0,4.0,23.0
152,0.0,19.0,0.0,0.0
153,6.0,16.0,3.0,16.0
154,42.0,60.0,12.0,60.0
155,17.0,34.0,4.0,17.0
156,28.0,119.0,6.0,28.0
157,40.0,71.0,21.0,40.0
158,31.0,38.0,8.0,38.0
159,47.0,42.0,19.0,19.0
160,81.0,117.0,32.0,117.0
161,4.0,4.0,0.0,0.0
162,29.0,24.0,41.0,24.0
163,46.0,60.0,11.0,60.0
164,56.0,57.0,19.0,56.0
165,58.0,56.0,3.0,58.0
166,40.0,47.0,17.0,40.0
167,33.0,40.0,5.0,40.0
168,37.0,44.0,14.0,37.0
169,20.0,17.0,2.0,17.0
170,87.0,67.0,16.0,16.0
171,37.0,48.0,11.0,37.0
172,33.0,49.0,9.0,33.0
173,99.0,122.0,31.0,31.0
174,30.0,51.0,3.0,3.0
175,30.0,53.0,11.0,30.0
176,15.0,12.0,6.0,6.0
177,14.0,20.0,2.0,14.0
178,21.0,18.0,4.0,18.0
179,31.0,42.0,14.0,14.0
180,49.0,58.0,15.0,49.0
181,25.0,21.0,8.0,25.0
182,1.0,1.0,0.0,0.0
183,4.0,4.0,0.0,0.0
184,10.0,12.0,5.0,12.0
185,1.0,4.0,0.0,4.0
186,0.0,6.0,3.0,6.0
187,5.0,10.0,3.0,5.0
188,1.0,4.0,3.0,3.0
189,1.0,5.0,0.0,1.0
190,1.0,3.0,5.0,3.0
191,1.0,3.0,2.0,3.0
192,1.0,0.0,0.0,1.0
193,0.0,1.0,1.0,0.0
194,6.0,5.0,2.0,6.0
195,2.0,6.0,1.0,2.0
196,69.0,102.0,17.0,69.0
197,13.0,23.0,4.0,13.0
198,21.0,15.0,3.0,15.0
199,7.0,7.0,4.0,4.0
200,15.0,19.0,4.0,19.0
201,13.0,9.0,2.0,2.0
202,13.0,17.0,1.0,17.0
203,10.0,10.0,3.0,10.0
204,2.0,3.0,2.0,2.0
205,9.0,17.0,4.0,9.0
206,25.0,36.0,5.0,25.0
207,7.0,15.0,8.0,7.0
208,4.0,14.0,2.0,14.0
209,3.0,14.0,2.0,14.0
210,3.0,4.0,1.0,3.0
211,6.0,26.0,4.0,26.0
212,6.0,3.0,1.0,1.0
213,7.0,9.0,3.0,7.0
214,13.0,26.0,5.0,5.0
215,3.0,8.0,5.0,8.0
216,0.0,1.0,1.0,0.0
217,3.0,4.0,1.0,1.0
218,240.0,290.0,90.0,90.0
219,28.0,37.0,3.0,3.0
220,50.0,53.0,16.0,53.0
221,23.0,33.0,3.0,3.0
222,77.0,100.0,25.0,25.0
223,25.0,30.0,17.0,17.0
224,30.0,50.0,11.0,11.0
225,28.0,38.0,11.0,11.0
226,88.0,119.0,23.0,88.0
227,17.0,17.0,1.0,1.0
228,49.0,67.0,18.0,67.0
229,122.0,162.0,27.0,162.0
230,0.0,0.0,0.0,0.0
231,65.0,56.0,29.0,65.0
233,0.0,0.0,0.0,0.0
233,106.0,122.0,61.0,61.0
234,64.0,100.0,16.0,16.0
235,60.0,72.0,22.0,60.0
236,67.0,69.0,21.0,21.0
