,10-28-2017,11-28-2017,12-28-2017,2-28-2021
0,197.0,1307.0,1171.0,1171.0
1,32.0,207.0,179.0,207.0
2,68.0,465.0,361.0,465.0
3,10.0,52.0,20.0,10.0
4,13.0,115.0,99.0,115.0
5,78.0,401.0,415.0,78.0
6,88.0,366.0,296.0,88.0
7,21.0,184.0,139.0,21.0
8,95.0,645.0,610.0,610.0
9,21.0,140.0,97.0,21.0
10,60.0,392.0,356.0,356.0
11,95.0,513.0,412.0,412.0
12,58.0,377.0,316.0,377.0
13,15.0,63.0,63.0,15.0
14,41.0,311.0,248.0,41.0
15,15.0,77.0,69.0,69.0
16,137.0,734.0,749.0,734.0
17,122.0,912.0,560.0,912.0
18,89.0,507.0,389.0,89.0
19,13.0,37.0,34.0,37.0
20,21.0,85.0,89.0,85.0
21,135.0,434.0,404.0,434.0
22,74.0,400.0,305.0,74.0
23,37.0,255.0,203.0,255.0
24,635.0,4393.0,3968.0,635.0
25,18.0,61.0,62.0,62.0
26,292.0,1573.0,1517.0,292.0
27,35.0,311.0,183.0,183.0
28,54.0,173.0,176.0,54.0
29,28.0,48.0,46.0,28.0
30,89.0,227.0,240.0,240.0
31,41.0,255.0,293.0,41.0
32,69.0,596.0,535.0,596.0
33,4.0,31.0,16.0,16.0
34,27.0,216.0,157.0,27.0
35,12.0,26.0,14.0,26.0
36,17.0,49.0,36.0,36.0
37,10.0,35.0,35.0,35.0
38,129.0,681.0,623.0,623.0
39,77.0,640.0,569.0,640.0
40,90.0,549.0,560.0,549.0
41,46.0,220.0,200.0,220.0
42,57.0,297.0,225.0,297.0
43,29.0,128.0,180.0,29.0
44,42.0,191.0,217.0,191.0
45,6.0,31.0,31.0,6.0
46,55.0,396.0,351.0,396.0
47,17.0,97.0,82.0,17.0
48,44.0,294.0,259.0,294.0
49,26.0,106.0,115.0,115.0
50,100.0,543.0,509.0,509.0
51,10.0,63.0,57.0,63.0
52,116.0,596.0,576.0,116.0
53,45.0,176.0,157.0,157.0
54,48.0,217.0,220.0,220.0
55,17.0,92.0,165.0,92.0
56,96.0,641.0,413.0,641.0
57,69.0,466.0,418.0,466.0
58,19.0,142.0,135.0,142.0
59,19.0,139.0,116.0,139.0
60,80.0,488.0,445.0,488.0
61,24.0,60.0,67.0,60.0
62,10.0,39.0,45.0,39.0

