,2-28-2017,3-28-2017,4-28-2017,10-28-2020
0,1200.0,1399.0,479.0,479.0
1,191.0,208.0,73.0,208.0
2,274.0,338.0,161.0,338.0
3,19.0,34.0,12.0,19.0
4,91.0,137.0,23.0,137.0
5,434.0,476.0,149.0,434.0
6,617.0,332.0,126.0,617.0
7,238.0,254.0,85.0,238.0
8,403.0,406.0,123.0,123.0
9,129.0,121.0,33.0,129.0
10,359.0,397.0,105.0,105.0
11,441.0,413.0,145.0,145.0
12,332.0,322.0,88.0,322.0
13,46.0,57.0,12.0,46.0
14,245.0,322.0,107.0,245.0
15,55.0,71.0,30.0,30.0
16,664.0,716.0,213.0,716.0
17,771.0,904.0,301.0,904.0
18,390.0,497.0,184.0,390.0
19,36.0,40.0,10.0,40.0
20,109.0,137.0,50.0,137.0
21,422.0,532.0,170.0,532.0
22,268.0,376.0,117.0,268.0
23,182.0,161.0,67.0,161.0
24,2632.0,3104.0,1171.0,2632.0
25,71.0,78.0,26.0,26.0
26,1427.0,1395.0,427.0,1427.0
27,241.0,239.0,67.0,67.0
28,144.0,201.0,72.0,144.0
29,48.0,62.0,15.0,48.0
30,251.0,249.0,115.0,115.0
31,267.0,332.0,85.0,267.0
32,604.0,688.0,197.0,688.0
33,19.0,17.0,6.0,6.0
34,91.0,118.0,42.0,91.0
35,30.0,32.0,62.0,32.0
36,78.0,91.0,28.0,28.0
37,26.0,51.0,24.0,51.0
38,576.0,661.0,229.0,229.0
39,444.0,585.0,179.0,585.0
40,385.0,491.0,178.0,491.0
41,193.0,206.0,63.0,206.0
42,263.0,312.0,94.0,312.0
43,134.0,140.0,27.0,134.0
44,203.0,252.0,97.0,252.0
45,42.0,51.0,13.0,42.0
46,312.0,361.0,106.0,361.0
47,80.0,148.0,48.0,80.0
48,267.0,313.0,98.0,313.0
49,100.0,124.0,57.0,57.0
50,500.0,489.0,166.0,166.0
51,51.0,66.0,30.0,66.0
52,550.0,549.0,221.0,550.0
53,242.0,260.0,90.0,90.0
54,188.0,227.0,71.0,71.0
55,95.0,128.0,31.0,128.0
56,352.0,572.0,193.0,572.0
57,465.0,536.0,146.0,536.0
58,145.0,162.0,32.0,162.0
59,57.0,155.0,28.0,155.0
60,320.0,376.0,149.0,376.0
61,42.0,41.0,8.0,41.0
62,25.0,38.0,11.0,38.0

