,2-28-2017,3-28-2017,4-28-2017,10-28-2020
63,88.0,122.0,36.0,122.0
64,149.0,171.0,47.0,47.0
65,54.0,63.0,26.0,54.0
66,188.0,215.0,45.0,45.0
67,91.0,82.0,40.0,82.0
68,192.0,229.0,67.0,192.0
69,111.0,135.0,53.0,111.0
70,82.0,91.0,36.0,82.0
71,85.0,97.0,31.0,97.0
72,94.0,127.0,65.0,65.0
73,66.0,67.0,33.0,67.0
74,30.0,29.0,18.0,30.0
75,0.0,0.0,0.0,0.0
76,50.0,60.0,20.0,50.0
77,38.0,33.0,7.0,7.0
78,27.0,28.0,9.0,27.0
79,37.0,42.0,12.0,42.0
80,9.0,16.0,7.0,16.0
81,42.0,35.0,23.0,23.0
82,18.0,39.0,26.0,39.0
83,18.0,24.0,16.0,18.0
84,51.0,68.0,21.0,51.0
85,32.0,44.0,16.0,16.0
86,13.0,14.0,6.0,13.0
87,14.0,22.0,8.0,22.0
88,33.0,52.0,19.0,52.0
89,15.0,9.0,12.0,15.0
90,38.0,31.0,13.0,38.0
91,4.0,5.0,2.0,5.0
92,1.0,3.0,0.0,3.0
93,4.0,1.0,0.0,1.0
94,0.0,3.0,1.0,1.0
95,5.0,7.0,4.0,5.0
96,3.0,13.0,1.0,1.0
97,0.0,1.0,0.0,0.0
98,2.0,1.0,4.0,1.0
99,9.0,18.0,2.0,9.0
100,17.0,18.0,4.0,4.0
101,8.0,18.0,3.0,8.0
102,10.0,21.0,2.0,2.0
103,9.0,15.0,3.0,3.0
104,13.0,16.0,2.0,16.0
105,8.0,13.0,2.0,2.0
106,17.0,18.0,5.0,18.0
107,68.0,55.0,18.0,18.0
108,73.0,77.0,24.0,73.0
109,39.0,28.0,12.0,12.0
110,36.0,38.0,15.0,38.0
111,51.0,85.0,26.0,26.0
112,49.0,47.0,20.0,47.0
113,33.0,35.0,15.0,15.0
114,46.0,68.0,14.0,14.0
115,36.0,38.0,5.0,5.0
116,36.0,50.0,11.0,36.0
117,48.0,49.0,12.0,48.0
118,3.0,6.0,2.0,6.0
119,26.0,34.0,12.0,34.0
120,59.0,58.0,26.0,59.0
121,396.0,85.0,46.0,46.0
122,49.0,50.0,17.0,17.0
123,1.0,4.0,0.0,4.0
124,14.0,16.0,5.0,16.0
125,7.0,19.0,3.0,19.0
126,37.0,34.0,15.0,15.0
127,31.0,40.0,15.0,40.0
128,4.0,16.0,3.0,4.0
129,83.0,72.0,25.0,72.0
130,5.0,5.0,3.0,5.0
131,45.0,39.0,9.0,45.0
132,6.0,2.0,5.0,6.0
133,4.0,5.0,2.0,4.0
134,23.0,19.0,6.0,6.0
135,34.0,56.0,18.0,56.0
136,9.0,16.0,4.0,16.0
137,13.0,20.0,14.0,14.0
138,113.0,104.0,38.0,38.0
139,57.0,48.0,6.0,6.0
140,29.0,52.0,11.0,29.0
141,75.0,75.0,18.0,75.0
142,49.0,14.0,8.0,14.0
143,0.0,0.0,0.0,0.0
144,5.0,6.0,1.0,1.0
145,56.0,47.0,15.0,47.0
146,4.0,7.0,3.0,3.0
147,10.0,8.0,1.0,8.0
148,8.0,7.0,2.0,7.0
149,6.0,16.0,3.0,6.0
150,7.0,12.0,2.0,7.0
151,15.0,0.0,0.0,0.0
152,16.0,10.0,4.0,16.0
153,2.0,8.0,2.0,8.0
154,54.0,59.0,16.0,59.0
155,10.0,29.0,2.0,10.0
156,21.0,34.0,9.0,21.0
157,56.0,58.0,14.0,56.0
158,33.0,34.0,11.0,34.0
159,35.0,36.0,8.0,8.0
160,80.0,84.0,30.0,84.0
161,3.0,0.0,0.0,0.0
162,3.0,7.0,1.0,7.0
163,64.0,56.0,14.0,56.0
164,74.0,59.0,17.0,74.0
165,25.0,36.0,7.0,25.0
166,64.0,49.0,18.0,64.0
167,31.0,48.0,8.0,48.0
168,39.0,56.0,30.0,39.0
169,26.0,13.0,1.0,13.0
170,115.0,76.0,39.0,39.0
171,60.0,63.0,18.0,60.0
172,7.0,13.0,7.0,7.0
173,98.0,110.0,25.0,25.0
174,21.0,26.0,7.0,7.0
175,28.0,34.0,10.0,28.0
176,20.0,15.0,7.0,7.0
177,19.0,16.0,2.0,19.0
178,23.0,14.0,10.0,14.0
179,13.0,9.0,2.0,2.0
180,60.0,63.0,15.0,60.0
181,47.0,33.0,10.0,47.0
182,2.0,3.0,2.0,2.0
183,2.0,2.0,0.0,0.0
184,12.0,14.0,2.0,14.0
185,6.0,6.0,2.0,6.0
186,2.0,3.0,0.0,3.0
187,4.0,2.0,0.0,4.0
188,2.0,7.0,1.0,1.0
189,2.0,0.0,0.0,2.0
190,4.0,4.0,1.0,4.0
191,6.0,11.0,2.0,11.0
192,0.0,2.0,0.0,0.0
193,0.0,1.0,0.0,0.0
194,4.0,2.0,2.0,4.0
195,12.0,11.0,7.0,12.0
196,69.0,93.0,27.0,69.0
197,14.0,12.0,2.0,14.0
198,18.0,16.0,9.0,16.0
199,15.0,19.0,4.0,4.0
200,15.0,14.0,13.0,14.0
201,15.0,13.0,6.0,6.0
202,12.0,8.0,6.0,8.0
203,18.0,22.0,8.0,22.0
204,2.0,8.0,1.0,1.0
205,4.0,9.0,3.0,4.0
206,32.0,48.0,10.0,32.0
207,10.0,36.0,4.0,10.0
208,2.0,5.0,1.0,5.0
209,6.0,8.0,6.0,8.0
210,5.0,3.0,2.0,5.0
211,3.0,4.0,1.0,4.0
212,9.0,9.0,6.0,6.0
213,3.0,8.0,3.0,3.0
