,10-28-2019,11-28-2019,12-28-2019,1-28-2022
63,114.0,122.0,13.0,122.0
64,176.0,179.0,26.0,26.0
65,82.0,74.0,17.0,82.0
66,163.0,138.0,13.0,13.0
67,97.0,86.0,16.0,86.0
68,226.0,190.0,26.0,226.0
69,108.0,105.0,26.0,108.0
70,69.0,79.0,6.0,69.0
71,103.0,114.0,10.0,114.0
72,119.0,119.0,12.0,12.0
73,98.0,73.0,4.0,73.0
74,45.0,53.0,9.0,45.0
75,15.0,21.0,0.0,0.0
76,63.0,63.0,8.0,63.0
77,37.0,34.0,2.0,2.0
78,34.0,22.0,7.0,34.0
79,38.0,38.0,5.0,38.0
80,25.0,33.0,1.0,33.0
81,52.0,31.0,3.0,3.0
82,44.0,34.0,4.0,34.0
83,20.0,19.0,1.0,20.0
84,45.0,48.0,4.0,45.0
85,131.0,85.0,6.0,6.0
86,4.0,3.0,0.0,4.0
87,35.0,31.0,10.0,31.0
88,43.0,55.0,1.0,55.0
89,32.0,11.0,7.0,32.0
90,43.0,28.0,2.0,43.0
91,3.0,2.0,0.0,2.0
92,0.0,0.0,0.0,0.0
93,5.0,5.0,0.0,5.0
94,3.0,4.0,0.0,0.0
95,2.0,7.0,0.0,2.0
96,5.0,4.0,1.0,1.0
97,0.0,0.0,0.0,0.0
98,2.0,2.0,0.0,2.0
99,9.0,13.0,0.0,9.0
100,7.0,8.0,0.0,0.0
101,8.0,10.0,0.0,8.0
102,4.0,9.0,2.0,2.0
103,8.0,8.0,0.0,0.0
104,7.0,10.0,0.0,10.0
105,10.0,5.0,0.0,0.0
106,5.0,6.0,2.0,6.0
107,67.0,63.0,6.0,6.0
108,59.0,81.0,3.0,59.0
109,66.0,61.0,1.0,1.0
110,38.0,31.0,5.0,31.0
111,38.0,56.0,6.0,6.0
112,51.0,53.0,3.0,53.0
113,68.0,52.0,3.0,3.0
114,39.0,57.0,1.0,1.0
115,45.0,53.0,5.0,5.0
116,27.0,38.0,2.0,27.0
117,32.0,29.0,1.0,32.0
118,13.0,23.0,0.0,23.0
119,14.0,18.0,0.0,18.0
120,51.0,49.0,7.0,51.0
121,118.0,114.0,12.0,12.0
122,32.0,40.0,3.0,3.0
123,2.0,1.0,0.0,1.0
124,78.0,27.0,6.0,27.0
125,7.0,4.0,0.0,4.0
126,20.0,13.0,2.0,2.0
127,37.0,39.0,5.0,39.0
128,40.0,45.0,7.0,40.0
129,83.0,81.0,5.0,81.0
130,20.0,27.0,2.0,27.0
131,52.0,52.0,7.0,52.0
132,7.0,5.0,0.0,7.0
133,1.0,3.0,1.0,1.0
134,29.0,33.0,2.0,2.0
135,157.0,128.0,8.0,128.0
136,16.0,26.0,2.0,26.0
137,34.0,31.0,3.0,3.0
138,113.0,100.0,9.0,9.0
139,62.0,48.0,2.0,2.0
140,85.0,111.0,13.0,85.0
141,97.0,123.0,6.0,97.0
142,199.0,285.0,18.0,285.0
143,4.0,9.0,1.0,1.0
144,9.0,4.0,0.0,0.0
145,28.0,24.0,4.0,24.0
146,14.0,22.0,1.0,1.0
147,4.0,6.0,1.0,6.0
