,12-28-2019,1-28-2020,2-28-2020,2-28-2022
63,114.0,110.0,47.0,110.0
64,178.0,151.0,59.0,59.0
65,84.0,51.0,16.0,84.0
66,148.0,135.0,41.0,41.0
67,93.0,85.0,27.0,85.0
68,216.0,207.0,62.0,216.0
69,109.0,136.0,32.0,109.0
70,73.0,72.0,15.0,73.0
71,94.0,99.0,25.0,99.0
72,136.0,103.0,67.0,67.0
73,106.0,77.0,25.0,77.0
74,56.0,51.0,11.0,56.0
75,8.0,11.0,4.0,4.0
76,43.0,69.0,5.0,43.0
77,32.0,31.0,10.0,10.0
78,28.0,26.0,5.0,28.0
79,30.0,36.0,7.0,36.0
80,20.0,28.0,11.0,28.0
81,35.0,42.0,12.0,12.0
82,31.0,19.0,2.0,19.0
83,16.0,47.0,2.0,16.0
84,41.0,25.0,7.0,41.0
85,179.0,158.0,15.0,15.0
86,3.0,15.0,0.0,3.0
87,35.0,26.0,2.0,26.0
88,35.0,38.0,9.0,38.0
89,8.0,25.0,13.0,8.0
90,21.0,36.0,5.0,21.0
91,2.0,0.0,0.0,0.0
92,1.0,0.0,1.0,0.0
93,9.0,9.0,0.0,9.0
94,5.0,0.0,3.0,3.0
95,5.0,2.0,0.0,5.0
96,4.0,4.0,0.0,0.0
97,0.0,0.0,2.0,2.0
98,0.0,4.0,1.0,4.0
99,1.0,38.0,9.0,1.0
100,7.0,18.0,7.0,7.0
101,4.0,16.0,7.0,4.0
102,6.0,37.0,8.0,8.0
103,8.0,12.0,2.0,2.0
104,7.0,32.0,11.0,32.0
105,12.0,27.0,10.0,10.0
106,3.0,21.0,8.0,21.0
107,51.0,54.0,28.0,28.0
108,74.0,68.0,14.0,74.0
109,41.0,45.0,15.0,15.0
110,22.0,42.0,6.0,42.0
111,43.0,52.0,10.0,10.0
112,49.0,54.0,8.0,54.0
113,40.0,32.0,14.0,14.0
114,41.0,39.0,9.0,9.0
115,41.0,36.0,4.0,4.0
116,42.0,21.0,3.0,42.0
117,17.0,25.0,3.0,17.0
118,10.0,15.0,3.0,15.0
119,10.0,13.0,5.0,13.0
120,27.0,28.0,6.0,27.0
121,102.0,89.0,28.0,28.0
122,47.0,41.0,10.0,10.0
123,2.0,1.0,2.0,1.0
124,24.0,23.0,7.0,23.0
125,5.0,9.0,2.0,9.0
126,16.0,22.0,2.0,2.0
127,33.0,29.0,10.0,29.0
128,38.0,37.0,6.0,38.0
129,65.0,52.0,15.0,52.0
130,25.0,23.0,4.0,23.0
131,47.0,51.0,12.0,47.0
132,11.0,7.0,1.0,11.0
133,5.0,3.0,2.0,5.0
134,18.0,16.0,7.0,7.0
135,127.0,132.0,23.0,132.0
136,23.0,20.0,5.0,20.0
137,20.0,27.0,6.0,6.0
138,120.0,125.0,18.0,18.0
139,53.0,46.0,5.0,5.0
140,85.0,100.0,23.0,85.0
141,90.0,103.0,34.0,90.0
142,232.0,191.0,42.0,191.0
143,10.0,11.0,3.0,3.0
144,6.0,5.0,1.0,1.0
145,24.0,5.0,2.0,5.0
146,12.0,13.0,6.0,6.0
147,2.0,11.0,0.0,11.0
148,23.0,17.0,10.0,17.0
149,15.0,15.0,1.0,15.0
150,40.0,29.0,7.0,40.0
151,8.0,7.0,5.0,7.0
152,3.0,23.0,0.0,3.0
153,12.0,6.0,2.0,6.0
154,51.0,45.0,6.0,45.0
155,19.0,30.0,5.0,19.0
156,23.0,122.0,7.0,23.0
157,70.0,68.0,12.0,70.0
158,21.0,49.0,9.0,49.0
159,50.0,31.0,10.0,10.0
160,109.0,108.0,32.0,108.0
161,6.0,6.0,3.0,3.0
162,55.0,28.0,18.0,28.0
163,48.0,51.0,13.0,51.0
164,58.0,72.0,12.0,58.0
165,51.0,50.0,12.0,51.0
166,53.0,61.0,13.0,53.0
167,38.0,53.0,12.0,53.0
168,45.0,52.0,12.0,45.0
169,20.0,22.0,4.0,22.0
170,84.0,86.0,21.0,21.0
171,38.0,52.0,10.0,38.0
172,51.0,55.0,7.0,51.0
173,120.0,112.0,25.0,25.0
174,29.0,36.0,8.0,8.0
175,44.0,51.0,8.0,44.0
176,14.0,10.0,5.0,5.0
177,11.0,14.0,2.0,11.0
178,19.0,16.0,4.0,16.0
179,40.0,40.0,9.0,9.0
180,50.0,54.0,20.0,50.0
181,42.0,18.0,7.0,42.0
182,1.0,2.0,0.0,0.0
183,3.0,3.0,1.0,1.0
184,9.0,18.0,4.0,18.0
185,3.0,4.0,0.0,4.0
186,5.0,7.0,0.0,7.0
187,6.0,9.0,1.0,6.0
188,3.0,2.0,3.0,3.0
189,2.0,3.0,0.0,2.0
190,2.0,2.0,4.0,2.0
191,4.0,4.0,1.0,4.0
192,1.0,0.0,1.0,1.0
193,4.0,3.0,1.0,4.0
194,10.0,2.0,0.0,10.0
195,7.0,3.0,0.0,7.0
196,94.0,61.0,4.0,94.0
197,27.0,14.0,2.0,27.0
198,26.0,16.0,3.0,16.0
199,1.0,8.0,0.0,0.0
200,22.0,12.0,7.0,12.0
201,9.0,8.0,4.0,4.0
202,5.0,20.0,2.0,20.0
203,11.0,14.0,3.0,14.0
204,6.0,1.0,1.0,1.0
205,11.0,11.0,2.0,11.0
206,34.0,30.0,7.0,34.0
207,5.0,6.0,2.0,5.0
208,7.0,9.0,1.0,9.0
209,7.0,8.0,0.0,8.0
210,2.0,9.0,0.0,2.0
211,12.0,15.0,5.0,15.0
212,3.0,1.0,0.0,0.0
213,5.0,3.0,1.0,5.0
214,15.0,14.0,4.0,4.0
215,15.0,18.0,3.0,18.0
216,1.0,1.0,0.0,1.0
217,2.0,3.0,2.0,2.0
218,267.0,278.0,56.0,56.0
219,37.0,25.0,8.0,8.0
220,51.0,34.0,17.0,34.0
221,25.0,35.0,7.0,7.0
222,83.0,77.0,27.0,27.0
223,44.0,46.0,6.0,6.0
224,33.0,35.0,7.0,7.0
225,32.0,28.0,8.0,8.0
226,106.0,105.0,26.0,106.0
227,27.0,30.0,3.0,3.0
228,51.0,86.0,11.0,86.0
229,107.0,195.0,30.0,195.0
230,0.0,0.0,0.0,0.0
231,65.0,67.0,23.0,65.0
233,0.0,0.0,0.0,0.0
233,86.0,127.0,63.0,63.0
234,48.0,95.0,14.0,14.0
235,49.0,89.0,18.0,49.0
236,33.0,68.0,10.0,10.0
237,37.0,39.0,20.0,20.0
238,19.0,47.0,8.0,47.0
239,70.0,92.0,2.0,70.0
240,21.0,55.0,6.0,55.0
241,26.0,31.0,11.0,31.0
242,76.0,75.0,29.0,29.0
243,59.0,42.0,11.0,11.0
244,58.0,69.0,13.0,58.0
245,57.0,59.0,11.0,59.0
246,58.0,60.0,13.0,60.0
247,72.0,64.0,27.0,72.0
248,12.0,10.0,9.0,12.0
249,0.0,2.0,0.0,0.0
250,2.0,4.0,2.0,4.0
251,6.0,2.0,2.0,2.0
252,0.0,1.0,2.0,0.0
253,3.0,1.0,1.0,1.0
254,1.0,2.0,0.0,1.0
255,2.0,3.0,0.0,0.0
256,1.0,1.0,0.0,1.0
257,0.0,4.0,1.0,1.0
258,7.0,9.0,0.0,9.0
259,2.0,0.0,1.0,1.0
260,1.0,3.0,0.0,0.0
261,4.0,15.0,0.0,0.0
262,0.0,0.0,0.0,0.0
263,15.0,11.0,6.0,15.0
264,0.0,1.0,0.0,0.0
265,4.0,2.0,0.0,2.0
266,0.0,1.0,0.0,0.0
267,2.0,2.0,1.0,2.0
268,0.0,1.0,1.0,0.0
269,2.0,5.0,2.0,5.0
270,0.0,0.0,0.0,0.0
271,18.0,14.0,7.0,7.0
272,1.0,1.0,4.0,4.0
273,2.0,7.0,1.0,2.0
274,11.0,17.0,2.0,11.0
275,25.0,23.0,1.0,1.0
276,18.0,44.0,3.0,3.0
277,58.0,46.0,6.0,58.0
278,18.0,24.0,12.0,24.0
279,57.0,56.0,7.0,7.0
280,32.0,23.0,8.0,32.0
281,33.0,30.0,6.0,6.0
282,25.0,30.0,2.0,2.0
283,40.0,43.0,4.0,40.0
284,37.0,47.0,3.0,3.0
285,36.0,36.0,1.0,36.0
286,29.0,26.0,8.0,8.0
287,47.0,58.0,11.0,47.0
288,34.0,14.0,9.0,34.0
289,0.0,0.0,0.0,0.0
290,4.0,2.0,0.0,4.0
291,5.0,14.0,1.0,5.0
292,5.0,6.0,1.0,6.0
293,9.0,7.0,1.0,7.0
294,26.0,27.0,4.0,4.0
295,4.0,8.0,6.0,4.0
296,26.0,22.0,3.0,22.0
297,17.0,32.0,6.0,17.0
298,19.0,31.0,11.0,31.0
299,63.0,76.0,9.0,9.0
300,5.0,6.0,1.0,5.0
301,4.0,8.0,3.0,3.0
302,37.0,39.0,11.0,37.0
303,4.0,0.0,0.0,0.0
305,0.0,0.0,0.0,0.0
305,50.0,37.0,8.0,50.0
306,31.0,30.0,3.0,31.0
307,33.0,42.0,10.0,33.0
308,28.0,23.0,11.0,23.0
309,27.0,36.0,9.0,9.0
310,301.0,241.0,67.0,67.0
311,366.0,331.0,83.0,366.0
312,289.0,268.0,79.0,79.0
313,16.0,26.0,2.0,26.0
314,191.0,202.0,53.0,202.0
315,306.0,234.0,52.0,52.0
316,243.0,220.0,46.0,243.0
317,151.0,168.0,36.0,168.0
318,56.0,75.0,32.0,32.0
319,95.0,83.0,28.0,95.0
320,93.0,127.0,23.0,127.0
321,124.0,110.0,47.0,124.0
322,126.0,220.0,53.0,53.0
323,73.0,57.0,14.0,57.0
324,127.0,106.0,17.0,106.0
325,173.0,189.0,32.0,173.0
326,37.0,63.0,8.0,37.0
327,175.0,171.0,45.0,175.0
328,103.0,167.0,42.0,42.0
329,97.0,168.0,25.0,25.0
330,150.0,117.0,46.0,46.0
331,173.0,198.0,41.0,173.0
