,5-28-2018,6-28-2018,7-28-2018,5-28-2021
773,5.0,11.0,2.0,5.0
774,4.0,11.0,8.0,4.0
775,4.0,13.0,3.0,13.0
776,1.0,7.0,2.0,2.0
777,2.0,7.0,3.0,2.0
778,6.0,4.0,6.0,6.0
779,1.0,10.0,6.0,6.0
780,5.0,4.0,5.0,4.0
781,5.0,9.0,4.0,4.0
782,5.0,9.0,5.0,9.0
783,1.0,6.0,3.0,6.0
784,3.0,9.0,2.0,9.0
785,7.0,6.0,3.0,3.0
786,8.0,8.0,2.0,8.0
787,14.0,16.0,5.0,5.0
788,0.0,9.0,2.0,2.0
789,8.0,11.0,4.0,8.0
790,9.0,5.0,8.0,9.0
791,5.0,10.0,6.0,6.0
792,10.0,11.0,5.0,11.0
793,12.0,11.0,11.0,11.0
794,5.0,13.0,4.0,13.0
795,6.0,8.0,2.0,6.0
796,13.0,11.0,11.0,11.0
797,10.0,7.0,10.0,7.0
798,11.0,8.0,2.0,2.0
799,4.0,13.0,1.0,4.0
800,11.0,9.0,5.0,11.0
801,6.0,9.0,4.0,4.0
802,12.0,7.0,6.0,7.0
803,12.0,9.0,6.0,9.0
804,1.0,12.0,5.0,1.0
805,24.0,16.0,8.0,16.0
806,13.0,12.0,9.0,9.0
807,12.0,18.0,8.0,18.0
808,4.0,2.0,1.0,4.0
809,8.0,4.0,6.0,4.0
810,7.0,4.0,2.0,2.0
811,5.0,7.0,1.0,7.0
812,3.0,7.0,1.0,7.0
813,7.0,11.0,8.0,8.0
814,8.0,22.0,6.0,22.0
815,6.0,6.0,1.0,6.0
816,9.0,12.0,8.0,9.0
817,8.0,15.0,7.0,8.0
818,1.0,5.0,1.0,5.0
819,8.0,19.0,4.0,8.0
820,6.0,11.0,8.0,6.0
821,12.0,15.0,4.0,15.0
822,3.0,6.0,3.0,6.0
823,5.0,11.0,4.0,11.0
824,18.0,22.0,7.0,7.0
825,11.0,20.0,2.0,2.0
826,5.0,13.0,2.0,5.0
827,7.0,5.0,8.0,5.0
828,1.0,7.0,0.0,0.0
829,12.0,7.0,8.0,12.0
830,0.0,2.0,0.0,2.0
831,1.0,0.0,2.0,2.0
832,3.0,5.0,5.0,3.0
833,7.0,4.0,3.0,3.0
834,6.0,7.0,3.0,7.0
835,5.0,1.0,1.0,1.0
836,2.0,2.0,3.0,2.0
837,5.0,8.0,8.0,5.0
838,13.0,19.0,7.0,13.0
839,11.0,26.0,15.0,26.0
840,5.0,11.0,3.0,11.0
841,11.0,11.0,8.0,11.0
842,16.0,32.0,13.0,32.0
843,5.0,10.0,9.0,5.0
844,2.0,6.0,1.0,1.0
845,12.0,19.0,8.0,19.0
846,11.0,14.0,13.0,13.0
847,5.0,13.0,4.0,5.0
848,11.0,22.0,9.0,11.0
849,7.0,18.0,9.0,18.0
850,8.0,3.0,6.0,8.0
851,9.0,8.0,7.0,9.0
852,8.0,7.0,5.0,5.0
853,3.0,6.0,1.0,3.0
854,8.0,5.0,3.0,3.0
855,4.0,4.0,6.0,6.0
856,9.0,7.0,3.0,3.0
857,0.0,10.0,6.0,6.0
858,3.0,2.0,0.0,3.0
859,6.0,14.0,2.0,14.0
860,4.0,9.0,4.0,4.0
861,2.0,5.0,3.0,5.0
862,11.0,12.0,11.0,12.0
863,7.0,6.0,2.0,2.0
864,5.0,10.0,1.0,10.0
865,4.0,5.0,3.0,4.0
866,3.0,1.0,1.0,3.0
867,4.0,5.0,3.0,5.0
868,3.0,10.0,5.0,5.0
869,3.0,7.0,5.0,7.0
870,3.0,7.0,1.0,3.0
871,0.0,3.0,1.0,0.0
872,4.0,3.0,0.0,3.0
873,6.0,9.0,3.0,6.0
874,7.0,7.0,2.0,7.0
875,2.0,3.0,2.0,2.0
876,2.0,4.0,1.0,1.0
877,7.0,7.0,6.0,7.0
878,1.0,5.0,1.0,1.0
879,7.0,3.0,3.0,3.0
880,3.0,6.0,2.0,2.0
881,5.0,3.0,3.0,5.0
882,5.0,2.0,3.0,5.0
883,15.0,6.0,4.0,15.0
884,0.0,5.0,7.0,0.0
885,7.0,9.0,0.0,0.0
886,1.0,11.0,5.0,1.0
887,8.0,14.0,10.0,8.0
888,4.0,9.0,5.0,4.0
889,4.0,7.0,5.0,7.0
890,12.0,9.0,1.0,9.0
891,2.0,3.0,1.0,3.0
892,4.0,3.0,2.0,2.0
893,4.0,7.0,3.0,3.0
894,0.0,0.0,0.0,0.0
895,3.0,3.0,1.0,3.0
896,5.0,6.0,7.0,6.0
897,7.0,1.0,2.0,2.0
898,3.0,2.0,2.0,2.0
899,2.0,5.0,1.0,5.0
900,2.0,12.0,4.0,4.0
901,3.0,2.0,3.0,2.0
902,12.0,23.0,14.0,12.0
903,10.0,6.0,4.0,10.0
904,4.0,7.0,2.0,7.0
905,3.0,3.0,2.0,2.0
906,1.0,1.0,2.0,1.0
907,3.0,7.0,4.0,4.0
908,3.0,7.0,1.0,3.0
909,2.0,3.0,2.0,2.0
910,4.0,4.0,1.0,4.0
911,0.0,5.0,5.0,5.0
912,3.0,6.0,1.0,6.0
913,3.0,8.0,4.0,8.0
914,1.0,1.0,0.0,1.0
915,9.0,4.0,5.0,5.0
916,4.0,6.0,2.0,4.0
917,7.0,7.0,1.0,7.0
918,0.0,2.0,0.0,0.0
919,2.0,6.0,1.0,1.0
920,2.0,3.0,2.0,2.0
921,3.0,2.0,1.0,2.0
922,0.0,2.0,1.0,1.0
923,5.0,3.0,0.0,3.0
924,9.0,3.0,4.0,9.0
925,4.0,2.0,1.0,2.0
926,4.0,13.0,3.0,4.0
927,2.0,3.0,0.0,3.0
928,2.0,1.0,0.0,2.0
929,2.0,1.0,0.0,1.0
930,0.0,0.0,0.0,0.0
931,0.0,3.0,1.0,3.0
932,4.0,0.0,0.0,0.0
933,1.0,4.0,1.0,1.0
934,3.0,2.0,3.0,3.0
935,0.0,8.0,2.0,0.0
936,1.0,3.0,0.0,0.0
937,1.0,2.0,1.0,1.0
938,0.0,1.0,0.0,0.0
939,2.0,4.0,0.0,0.0
940,0.0,2.0,3.0,0.0
941,1.0,3.0,2.0,1.0
942,0.0,2.0,0.0,0.0
943,2.0,2.0,1.0,2.0
944,0.0,2.0,0.0,2.0
945,2.0,5.0,1.0,1.0
946,2.0,3.0,3.0,3.0
947,1.0,7.0,1.0,1.0
948,2.0,0.0,0.0,0.0
949,1.0,2.0,1.0,1.0
950,11.0,9.0,5.0,9.0
951,0.0,0.0,0.0,0.0
952,1.0,2.0,2.0,1.0
953,4.0,1.0,2.0,2.0
