,3-28-2018,4-28-2018,5-28-2018,4-28-2021
63,92.0,104.0,53.0,104.0
64,148.0,158.0,83.0,83.0
65,54.0,82.0,24.0,54.0
66,141.0,130.0,61.0,61.0
67,80.0,81.0,54.0,81.0
68,194.0,207.0,82.0,194.0
69,90.0,119.0,61.0,90.0
70,53.0,79.0,31.0,53.0
71,96.0,94.0,45.0,94.0
72,90.0,103.0,48.0,48.0
73,49.0,37.0,21.0,37.0
74,25.0,25.0,5.0,25.0
75,24.0,21.0,10.0,10.0
76,48.0,47.0,17.0,48.0
77,49.0,35.0,13.0,13.0
78,15.0,15.0,1.0,15.0
79,24.0,26.0,12.0,26.0
80,17.0,99.0,1.0,99.0
81,38.0,39.0,14.0,14.0
82,33.0,37.0,20.0,37.0
83,20.0,14.0,6.0,20.0
84,41.0,82.0,27.0,41.0
85,62.0,87.0,51.0,51.0
86,7.0,6.0,4.0,7.0
87,16.0,19.0,8.0,19.0
88,46.0,36.0,18.0,36.0
89,20.0,31.0,9.0,20.0
90,46.0,61.0,9.0,46.0
91,5.0,3.0,0.0,3.0
92,2.0,5.0,0.0,5.0
93,2.0,7.0,2.0,7.0
94,1.0,1.0,3.0,3.0
95,15.0,5.0,7.0,15.0
96,2.0,3.0,2.0,2.0
97,1.0,3.0,0.0,0.0
98,8.0,8.0,2.0,8.0
99,21.0,15.0,1.0,21.0
100,21.0,18.0,3.0,3.0
101,13.0,7.0,1.0,13.0
102,19.0,14.0,2.0,2.0
103,8.0,9.0,3.0,3.0
104,27.0,24.0,2.0,24.0
105,12.0,12.0,2.0,2.0
106,13.0,17.0,1.0,17.0
107,56.0,44.0,21.0,21.0
108,21.0,29.0,11.0,21.0
109,40.0,43.0,12.0,12.0
110,43.0,43.0,18.0,43.0
111,46.0,57.0,26.0,26.0
112,27.0,35.0,23.0,35.0
113,21.0,46.0,16.0,16.0
114,29.0,41.0,16.0,16.0
115,30.0,37.0,11.0,11.0
116,21.0,27.0,16.0,21.0
117,30.0,35.0,13.0,30.0
118,15.0,16.0,2.0,16.0
119,17.0,24.0,9.0,24.0
120,75.0,60.0,34.0,75.0
121,105.0,111.0,23.0,23.0
122,27.0,36.0,10.0,10.0
123,5.0,2.0,4.0,2.0
124,22.0,16.0,8.0,16.0
125,10.0,11.0,7.0,11.0
126,16.0,15.0,4.0,4.0
127,24.0,28.0,18.0,28.0
128,18.0,17.0,7.0,18.0
129,34.0,52.0,25.0,52.0
130,2.0,5.0,2.0,5.0
131,22.0,32.0,14.0,22.0
132,7.0,5.0,0.0,7.0
133,5.0,3.0,2.0,5.0
134,17.0,27.0,5.0,5.0
135,73.0,96.0,31.0,96.0
136,21.0,25.0,10.0,25.0
137,21.0,24.0,6.0,6.0
138,73.0,108.0,44.0,44.0
139,29.0,20.0,18.0,18.0
140,29.0,36.0,13.0,29.0
141,105.0,93.0,41.0,105.0
142,179.0,191.0,65.0,191.0
143,6.0,2.0,2.0,2.0
144,3.0,5.0,3.0,3.0
145,35.0,23.0,12.0,23.0
146,10.0,9.0,5.0,5.0
147,6.0,11.0,2.0,11.0
148,23.0,21.0,7.0,21.0
149,22.0,28.0,10.0,22.0
150,11.0,16.0,3.0,11.0
151,14.0,18.0,2.0,18.0
152,3.0,10.0,6.0,3.0
153,10.0,15.0,6.0,15.0
154,35.0,39.0,15.0,39.0
155,14.0,10.0,6.0,14.0
156,22.0,22.0,9.0,22.0
157,42.0,49.0,22.0,42.0
158,4.0,20.0,3.0,20.0
159,28.0,38.0,9.0,9.0
160,70.0,79.0,42.0,79.0
161,3.0,2.0,0.0,0.0
162,17.0,14.0,4.0,14.0
163,44.0,49.0,17.0,49.0
164,49.0,58.0,27.0,49.0
165,39.0,58.0,22.0,39.0
166,42.0,44.0,25.0,42.0
167,45.0,40.0,16.0,40.0
168,36.0,28.0,17.0,36.0
169,14.0,9.0,8.0,9.0
170,83.0,83.0,22.0,22.0
171,43.0,55.0,12.0,43.0
172,37.0,41.0,25.0,37.0
173,72.0,86.0,37.0,37.0
174,6.0,27.0,5.0,5.0
175,27.0,53.0,19.0,27.0
176,18.0,17.0,8.0,8.0
177,5.0,7.0,7.0,5.0
178,8.0,7.0,2.0,7.0
179,20.0,34.0,17.0,17.0
180,53.0,63.0,24.0,53.0
181,36.0,26.0,12.0,36.0
182,1.0,1.0,1.0,1.0
183,4.0,3.0,0.0,0.0
184,18.0,9.0,7.0,9.0
185,2.0,8.0,5.0,8.0
186,1.0,2.0,2.0,2.0
187,5.0,10.0,4.0,5.0
188,0.0,3.0,2.0,2.0
189,1.0,1.0,0.0,1.0
190,8.0,2.0,1.0,2.0
191,1.0,4.0,4.0,4.0
192,1.0,3.0,3.0,1.0
193,0.0,4.0,3.0,0.0
194,5.0,5.0,4.0,5.0
195,13.0,10.0,5.0,13.0
196,70.0,82.0,38.0,70.0
197,6.0,10.0,2.0,6.0
198,17.0,16.0,7.0,16.0
199,13.0,11.0,6.0,6.0
200,13.0,13.0,4.0,13.0
201,8.0,4.0,4.0,4.0
202,9.0,4.0,2.0,4.0
203,12.0,9.0,4.0,9.0
204,6.0,5.0,0.0,0.0
205,6.0,5.0,1.0,6.0
206,38.0,25.0,12.0,38.0
207,5.0,6.0,3.0,5.0
208,7.0,9.0,2.0,9.0
209,6.0,6.0,4.0,6.0
210,10.0,10.0,2.0,10.0
211,1.0,5.0,0.0,5.0
212,14.0,20.0,6.0,6.0
213,2.0,5.0,2.0,2.0
214,11.0,9.0,0.0,0.0
215,6.0,9.0,7.0,9.0
216,5.0,7.0,1.0,5.0
217,6.0,9.0,1.0,1.0
218,220.0,232.0,85.0,85.0
219,9.0,26.0,17.0,17.0
220,47.0,46.0,22.0,46.0
221,26.0,20.0,7.0,7.0
222,55.0,68.0,14.0,14.0
223,26.0,44.0,12.0,12.0
224,37.0,37.0,7.0,7.0
225,12.0,17.0,12.0,12.0
226,76.0,98.0,34.0,76.0
227,28.0,50.0,24.0,24.0
228,52.0,60.0,16.0,60.0
229,133.0,150.0,66.0,150.0
230,0.0,0.0,0.0,0.0
231,72.0,61.0,27.0,72.0
233,0.0,0.0,0.0,0.0
233,137.0,173.0,64.0,64.0
234,55.0,68.0,29.0,29.0
235,59.0,77.0,27.0,59.0
236,65.0,60.0,32.0,32.0
237,44.0,40.0,26.0,26.0
238,26.0,28.0,7.0,28.0
239,62.0,54.0,45.0,62.0
240,34.0,53.0,18.0,53.0
241,15.0,26.0,8.0,26.0
242,73.0,72.0,31.0,31.0
243,36.0,37.0,13.0,13.0
244,57.0,76.0,19.0,57.0
245,28.0,52.0,18.0,52.0
246,55.0,70.0,29.0,70.0
247,80.0,98.0,37.0,80.0
248,13.0,9.0,2.0,13.0
249,0.0,3.0,0.0,0.0
250,3.0,7.0,0.0,7.0
251,2.0,2.0,1.0,2.0
252,1.0,2.0,1.0,1.0
253,0.0,0.0,0.0,0.0
254,0.0,0.0,0.0,0.0
255,1.0,3.0,0.0,0.0
256,0.0,0.0,1.0,0.0
257,3.0,5.0,1.0,1.0
258,1.0,2.0,2.0,2.0
259,0.0,0.0,0.0,0.0
260,0.0,3.0,2.0,2.0
261,1.0,7.0,10.0,10.0
262,3.0,2.0,0.0,3.0
263,10.0,8.0,1.0,10.0
264,0.0,0.0,0.0,0.0
265,6.0,3.0,0.0,3.0
266,1.0,0.0,1.0,1.0
267,5.0,9.0,4.0,9.0
268,0.0,2.0,0.0,0.0
269,4.0,3.0,1.0,3.0
270,4.0,0.0,0.0,4.0
271,3.0,4.0,2.0,2.0
272,6.0,3.0,2.0,2.0
273,3.0,4.0,1.0,3.0
274,11.0,17.0,4.0,11.0
275,25.0,30.0,7.0,7.0
276,25.0,35.0,15.0,15.0
277,37.0,43.0,15.0,37.0
278,20.0,39.0,8.0,39.0
279,39.0,54.0,14.0,14.0
280,23.0,33.0,14.0,23.0
281,36.0,47.0,17.0,17.0
282,24.0,41.0,6.0,6.0
283,30.0,33.0,11.0,30.0
284,41.0,29.0,10.0,10.0
285,32.0,44.0,5.0,32.0
286,29.0,43.0,11.0,11.0
287,23.0,44.0,10.0,23.0
288,29.0,31.0,14.0,29.0
289,0.0,0.0,0.0,0.0
290,2.0,4.0,1.0,2.0
291,4.0,11.0,5.0,4.0
292,2.0,11.0,1.0,11.0
293,4.0,10.0,1.0,10.0
294,20.0,29.0,11.0,11.0
295,9.0,14.0,4.0,9.0
296,28.0,26.0,15.0,26.0
297,49.0,64.0,18.0,49.0
298,34.0,36.0,14.0,36.0
299,34.0,53.0,20.0,20.0
300,19.0,21.0,8.0,19.0
301,12.0,12.0,9.0,9.0
302,33.0,31.0,21.0,33.0
303,27.0,33.0,14.0,33.0
305,0.0,0.0,0.0,0.0
305,20.0,27.0,17.0,20.0
306,15.0,28.0,18.0,15.0
307,25.0,32.0,9.0,25.0
308,69.0,32.0,13.0,32.0
309,39.0,31.0,20.0,20.0
310,195.0,258.0,75.0,75.0
311,225.0,276.0,105.0,225.0
312,228.0,208.0,82.0,82.0
313,37.0,29.0,18.0,29.0
314,193.0,168.0,74.0,168.0
315,203.0,228.0,110.0,110.0
316,219.0,208.0,80.0,219.0
317,92.0,117.0,39.0,117.0
318,52.0,47.0,26.0,26.0
319,93.0,96.0,34.0,93.0
320,106.0,107.0,46.0,107.0
321,107.0,96.0,36.0,107.0
322,128.0,204.0,85.0,85.0
323,32.0,54.0,33.0,54.0
324,69.0,95.0,29.0,95.0
325,125.0,155.0,50.0,125.0
326,59.0,92.0,46.0,59.0
327,128.0,166.0,47.0,128.0
328,43.0,49.0,16.0,16.0
329,174.0,211.0,86.0,86.0
330,103.0,104.0,37.0,37.0
331,126.0,138.0,66.0,126.0
332,163.0,188.0,66.0,188.0
333,166.0,181.0,64.0,166.0
334,1.0,5.0,2.0,2.0
335,1.0,2.0,2.0,2.0
336,14.0,13.0,6.0,14.0
337,0.0,1.0,0.0,0.0
338,6.0,2.0,2.0,2.0
339,2.0,11.0,5.0,2.0
340,3.0,5.0,4.0,3.0
341,1.0,3.0,4.0,4.0
342,1.0,9.0,2.0,9.0
343,0.0,1.0,0.0,0.0
344,13.0,14.0,5.0,14.0
345,26.0,38.0,15.0,26.0
346,29.0,60.0,22.0,29.0
347,56.0,75.0,33.0,75.0
348,42.0,49.0,10.0,49.0
349,58.0,57.0,19.0,58.0
350,59.0,51.0,26.0,26.0
351,160.0,179.0,70.0,70.0
352,19.0,34.0,6.0,19.0
353,67.0,68.0,26.0,26.0
354,43.0,59.0,15.0,15.0
355,25.0,40.0,12.0,12.0
356,58.0,104.0,30.0,58.0
357,33.0,31.0,9.0,9.0
358,45.0,63.0,17.0,45.0
359,82.0,97.0,51.0,97.0
360,23.0,29.0,14.0,29.0
361,26.0,34.0,7.0,26.0
362,13.0,23.0,10.0,10.0
363,26.0,20.0,9.0,20.0
364,25.0,38.0,17.0,25.0
365,23.0,30.0,12.0,30.0
366,24.0,26.0,1.0,24.0
367,34.0,51.0,11.0,34.0
368,22.0,14.0,9.0,22.0
369,52.0,64.0,19.0,64.0
370,32.0,27.0,8.0,32.0
371,31.0,40.0,13.0,40.0
372,44.0,40.0,25.0,44.0
373,69.0,87.0,33.0,87.0
374,49.0,48.0,20.0,20.0
375,17.0,22.0,11.0,11.0
376,24.0,19.0,14.0,24.0
377,26.0,49.0,16.0,49.0
378,35.0,24.0,19.0,19.0
379,37.0,42.0,9.0,42.0
380,16.0,17.0,8.0,16.0
381,28.0,31.0,15.0,28.0
382,12.0,18.0,10.0,12.0
383,10.0,17.0,10.0,10.0
384,4.0,8.0,3.0,8.0
385,11.0,17.0,7.0,11.0
386,10.0,4.0,3.0,4.0
387,17.0,10.0,4.0,4.0
389,0.0,0.0,0.0,0.0
389,21.0,36.0,22.0,36.0
390,9.0,19.0,5.0,19.0
391,3.0,6.0,2.0,2.0
392,24.0,28.0,12.0,28.0
393,2.0,1.0,2.0,2.0
394,2.0,3.0,0.0,2.0
395,3.0,3.0,2.0,2.0
396,5.0,11.0,1.0,1.0
397,3.0,2.0,3.0,3.0
398,9.0,12.0,5.0,12.0
