,10-28-2019,11-28-2019,12-28-2019,1-28-2022
0,1355.0,1279.0,169.0,169.0
1,257.0,264.0,32.0,264.0
2,450.0,345.0,39.0,345.0
3,20.0,24.0,1.0,20.0
4,58.0,69.0,4.0,69.0
5,471.0,507.0,33.0,471.0
6,287.0,311.0,25.0,287.0
7,347.0,297.0,35.0,347.0
8,792.0,885.0,63.0,63.0
9,175.0,153.0,15.0,175.0
10,486.0,509.0,38.0,38.0
11,520.0,532.0,34.0,34.0
12,388.0,391.0,43.0,391.0
13,67.0,60.0,4.0,67.0
14,263.0,254.0,17.0,263.0
15,63.0,69.0,8.0,8.0
16,982.0,811.0,75.0,811.0
17,813.0,852.0,91.0,852.0
18,436.0,531.0,39.0,436.0
19,48.0,40.0,3.0,40.0
20,87.0,69.0,8.0,69.0
21,485.0,404.0,26.0,404.0
22,336.0,289.0,23.0,336.0
23,235.0,241.0,24.0,241.0
24,3836.0,4038.0,360.0,3836.0
25,135.0,137.0,7.0,7.0
26,1420.0,1584.0,123.0,1420.0
27,175.0,195.0,10.0,10.0
28,202.0,204.0,19.0,202.0
29,92.0,79.0,12.0,92.0
30,225.0,212.0,9.0,9.0
31,353.0,328.0,38.0,353.0
32,653.0,629.0,47.0,629.0
33,50.0,34.0,8.0,8.0
34,249.0,244.0,19.0,249.0
35,38.0,29.0,1.0,29.0
36,97.0,84.0,8.0,8.0
37,68.0,47.0,2.0,47.0
38,620.0,584.0,41.0,41.0
39,557.0,571.0,30.0,571.0
40,563.0,469.0,51.0,469.0
41,187.0,202.0,1.0,202.0
42,305.0,217.0,29.0,217.0
43,179.0,203.0,13.0,179.0
44,165.0,163.0,15.0,163.0
45,46.0,37.0,12.0,46.0
46,374.0,355.0,24.0,355.0
47,99.0,74.0,6.0,99.0
48,277.0,284.0,26.0,284.0
49,140.0,123.0,8.0,8.0
50,620.0,668.0,67.0,67.0
51,78.0,59.0,3.0,59.0
52,643.0,693.0,42.0,643.0
53,221.0,210.0,28.0,28.0
54,222.0,202.0,9.0,9.0
55,56.0,69.0,3.0,69.0
56,467.0,360.0,18.0,360.0
57,440.0,513.0,49.0,513.0
58,192.0,173.0,12.0,173.0
59,113.0,104.0,8.0,104.0
60,386.0,411.0,37.0,411.0
61,70.0,54.0,3.0,54.0
62,50.0,39.0,1.0,39.0

