,6-28-2017,7-28-2017,8-28-2017,12-28-2020
63,41.0,103.0,83.0,103.0
64,59.0,192.0,122.0,122.0
65,27.0,72.0,48.0,27.0
66,99.0,152.0,160.0,160.0
67,41.0,103.0,78.0,103.0
68,108.0,189.0,140.0,108.0
69,39.0,117.0,101.0,39.0
70,33.0,74.0,70.0,33.0
71,41.0,100.0,82.0,100.0
72,43.0,121.0,89.0,89.0
73,13.0,38.0,52.0,38.0
74,14.0,41.0,27.0,14.0
75,2.0,1.0,1.0,1.0
76,23.0,69.0,49.0,23.0
77,13.0,36.0,26.0,26.0
78,17.0,38.0,19.0,17.0
79,14.0,33.0,25.0,33.0
80,1.0,2.0,0.0,2.0
81,28.0,37.0,28.0,28.0
82,21.0,46.0,31.0,46.0
83,24.0,31.0,43.0,24.0
84,25.0,53.0,57.0,25.0
85,56.0,73.0,62.0,62.0
86,3.0,3.0,9.0,3.0
87,25.0,26.0,16.0,26.0
88,27.0,52.0,25.0,52.0
89,3.0,32.0,12.0,3.0
90,12.0,40.0,23.0,12.0
91,0.0,1.0,2.0,1.0
92,1.0,7.0,3.0,7.0
93,0.0,6.0,8.0,6.0
94,1.0,3.0,0.0,0.0
95,5.0,8.0,11.0,5.0
96,3.0,7.0,8.0,8.0
97,0.0,1.0,0.0,0.0
98,4.0,2.0,1.0,2.0
99,1.0,14.0,6.0,1.0
100,6.0,13.0,14.0,14.0
101,0.0,7.0,1.0,0.0
102,1.0,6.0,6.0,6.0
103,9.0,12.0,7.0,7.0
104,6.0,16.0,6.0,16.0
105,3.0,14.0,4.0,4.0
106,5.0,7.0,11.0,7.0
107,21.0,58.0,54.0,54.0
108,10.0,21.0,31.0,10.0
109,13.0,33.0,33.0,33.0
110,14.0,30.0,36.0,30.0
111,43.0,94.0,42.0,42.0
112,32.0,77.0,61.0,77.0
113,12.0,28.0,23.0,23.0
114,22.0,64.0,30.0,30.0
115,12.0,33.0,17.0,17.0
116,14.0,37.0,12.0,14.0
117,21.0,34.0,21.0,21.0
118,2.0,4.0,7.0,4.0
119,11.0,55.0,42.0,55.0
120,23.0,59.0,27.0,23.0
121,49.0,83.0,90.0,90.0
122,15.0,44.0,30.0,30.0
123,2.0,4.0,3.0,4.0
124,15.0,12.0,10.0,12.0
125,3.0,10.0,5.0,10.0
126,8.0,22.0,18.0,18.0
127,18.0,40.0,28.0,40.0
128,15.0,33.0,22.0,15.0
129,29.0,92.0,49.0,92.0
130,1.0,11.0,9.0,11.0
131,10.0,11.0,11.0,10.0
132,2.0,5.0,3.0,2.0
133,1.0,3.0,0.0,1.0
134,14.0,33.0,18.0,18.0
135,34.0,92.0,89.0,92.0
136,7.0,19.0,26.0,19.0
137,13.0,32.0,16.0,16.0
138,26.0,31.0,44.0,44.0
139,48.0,53.0,40.0,40.0
140,16.0,46.0,22.0,16.0
141,30.0,53.0,56.0,30.0
142,18.0,78.0,58.0,78.0
143,0.0,8.0,7.0,7.0
144,3.0,4.0,3.0,3.0
145,16.0,34.0,23.0,34.0
146,3.0,5.0,11.0,11.0
147,3.0,12.0,5.0,12.0
148,3.0,12.0,7.0,12.0
149,7.0,7.0,6.0,7.0
150,0.0,7.0,8.0,0.0
151,0.0,14.0,0.0,14.0
152,5.0,6.0,5.0,5.0
153,3.0,14.0,9.0,14.0
154,20.0,57.0,35.0,57.0
155,9.0,28.0,23.0,9.0
156,6.0,29.0,54.0,6.0
157,17.0,65.0,27.0,17.0
158,16.0,24.0,15.0,24.0
159,15.0,20.0,30.0,30.0
160,41.0,78.0,58.0,78.0
161,1.0,6.0,2.0,2.0
162,1.0,7.0,5.0,7.0
163,20.0,63.0,49.0,63.0
164,24.0,53.0,33.0,24.0
165,15.0,70.0,37.0,15.0
166,31.0,57.0,50.0,31.0
167,25.0,33.0,25.0,33.0
168,27.0,82.0,54.0,27.0
169,8.0,19.0,1.0,19.0
170,40.0,60.0,49.0,49.0
171,22.0,73.0,46.0,22.0
172,1.0,12.0,10.0,1.0
173,44.0,135.0,75.0,75.0
174,6.0,15.0,18.0,18.0
