,2-28-2020,3-28-2020,4-28-2020,3-28-2022
0,1078.0,1588.0,356.0,356.0
1,172.0,244.0,71.0,244.0
2,276.0,448.0,140.0,448.0
3,15.0,34.0,7.0,15.0
4,171.0,243.0,44.0,243.0
5,332.0,395.0,114.0,332.0
6,243.0,306.0,78.0,243.0
7,247.0,300.0,66.0,247.0
8,702.0,883.0,228.0,228.0
9,100.0,165.0,31.0,100.0
10,365.0,569.0,154.0,154.0
11,401.0,425.0,96.0,96.0
12,314.0,397.0,94.0,397.0
13,32.0,58.0,24.0,32.0
14,213.0,307.0,62.0,213.0
15,41.0,81.0,21.0,21.0
16,655.0,834.0,218.0,834.0
17,660.0,816.0,211.0,816.0
18,339.0,446.0,123.0,339.0
19,40.0,39.0,8.0,39.0
20,74.0,116.0,34.0,116.0
21,413.0,416.0,59.0,416.0
22,219.0,310.0,77.0,219.0
23,136.0,232.0,57.0,232.0
24,3317.0,4071.0,1146.0,3317.0
25,101.0,158.0,62.0,62.0
26,1190.0,1511.0,340.0,1190.0
27,145.0,256.0,53.0,53.0
28,133.0,151.0,17.0,133.0
29,75.0,78.0,26.0,75.0
30,180.0,257.0,49.0,49.0
31,306.0,406.0,110.0,306.0
32,495.0,585.0,187.0,585.0
33,18.0,30.0,15.0,15.0
34,236.0,295.0,82.0,236.0
35,20.0,30.0,7.0,30.0
36,74.0,96.0,31.0,31.0
37,42.0,56.0,13.0,56.0
38,410.0,565.0,158.0,158.0
39,456.0,501.0,164.0,501.0
40,414.0,468.0,139.0,468.0
41,106.0,126.0,21.0,126.0
42,223.0,210.0,64.0,210.0
43,136.0,184.0,41.0,136.0
44,111.0,203.0,18.0,203.0
45,39.0,45.0,11.0,39.0
46,300.0,381.0,136.0,381.0
47,60.0,127.0,25.0,60.0
48,173.0,254.0,50.0,254.0
49,97.0,130.0,12.0,12.0
50,569.0,697.0,146.0,146.0
51,86.0,77.0,13.0,77.0
52,595.0,723.0,136.0,595.0
53,196.0,258.0,65.0,65.0
54,129.0,151.0,38.0,38.0
55,44.0,98.0,12.0,98.0
56,323.0,421.0,75.0,421.0
57,401.0,461.0,168.0,461.0
58,145.0,256.0,30.0,256.0
59,103.0,121.0,10.0,121.0
60,323.0,469.0,132.0,469.0
61,56.0,69.0,27.0,69.0
62,42.0,55.0,8.0,55.0

