,1-28-2019,2-28-2019,3-28-2019,9-28-2021
63,52.0,78.0,103.0,78.0
64,59.0,153.0,202.0,202.0
65,37.0,69.0,96.0,37.0
66,51.0,128.0,158.0,158.0
67,25.0,111.0,119.0,111.0
68,52.0,142.0,214.0,52.0
69,41.0,105.0,155.0,41.0
70,22.0,63.0,81.0,22.0
71,25.0,63.0,97.0,63.0
72,50.0,92.0,128.0,128.0
73,18.0,43.0,63.0,43.0
74,5.0,13.0,30.0,5.0
75,4.0,11.0,22.0,22.0
76,32.0,48.0,75.0,32.0
77,12.0,33.0,29.0,29.0
78,2.0,4.0,12.0,2.0
79,15.0,33.0,42.0,33.0
80,1.0,5.0,12.0,5.0
81,10.0,19.0,39.0,39.0
82,20.0,22.0,30.0,22.0
83,6.0,10.0,37.0,6.0
84,17.0,26.0,27.0,17.0
85,43.0,74.0,97.0,97.0
86,4.0,12.0,4.0,4.0
87,14.0,5.0,19.0,5.0
88,36.0,75.0,57.0,75.0
89,21.0,16.0,45.0,21.0
90,17.0,30.0,33.0,17.0
91,0.0,3.0,4.0,3.0
92,2.0,2.0,3.0,2.0
93,4.0,4.0,11.0,4.0
94,0.0,2.0,0.0,0.0
95,3.0,3.0,10.0,3.0
96,2.0,2.0,0.0,0.0
97,0.0,0.0,0.0,0.0
98,1.0,0.0,0.0,0.0
99,10.0,14.0,23.0,10.0
100,6.0,24.0,17.0,17.0
101,6.0,12.0,14.0,6.0
102,3.0,21.0,22.0,22.0
103,4.0,13.0,15.0,15.0
104,6.0,21.0,22.0,21.0
105,3.0,24.0,19.0,19.0
106,9.0,23.0,25.0,23.0
107,8.0,41.0,46.0,46.0
108,13.0,63.0,34.0,13.0
109,14.0,32.0,46.0,46.0
110,8.0,31.0,42.0,31.0
111,23.0,43.0,59.0,59.0
112,21.0,44.0,40.0,44.0
113,9.0,26.0,30.0,30.0
114,10.0,52.0,50.0,50.0
115,9.0,29.0,31.0,31.0
116,1.0,28.0,60.0,1.0
117,8.0,15.0,29.0,8.0
118,3.0,8.0,12.0,8.0
119,4.0,5.0,15.0,5.0
120,13.0,56.0,60.0,13.0
121,31.0,89.0,116.0,116.0
122,10.0,10.0,26.0,26.0
123,0.0,2.0,2.0,2.0
124,8.0,26.0,30.0,26.0
125,2.0,11.0,6.0,11.0
126,4.0,9.0,17.0,17.0
127,14.0,28.0,45.0,28.0
128,2.0,11.0,13.0,2.0
129,21.0,60.0,73.0,60.0
130,3.0,13.0,13.0,13.0
131,19.0,31.0,38.0,19.0
132,2.0,0.0,5.0,2.0
133,0.0,3.0,0.0,0.0
134,13.0,37.0,29.0,29.0
135,33.0,83.0,84.0,83.0
136,7.0,14.0,23.0,14.0
137,6.0,32.0,26.0,26.0
