,10-28-2017,11-28-2017,12-28-2017,2-28-2021
63,10.0,105.0,93.0,105.0
64,43.0,174.0,154.0,154.0
65,11.0,76.0,61.0,11.0
66,12.0,168.0,151.0,151.0
67,16.0,104.0,82.0,104.0
68,25.0,223.0,207.0,25.0
69,20.0,138.0,103.0,20.0
70,15.0,80.0,56.0,15.0
71,16.0,95.0,113.0,95.0
72,16.0,95.0,93.0,93.0
73,13.0,47.0,58.0,47.0
74,6.0,22.0,6.0,6.0
75,0.0,0.0,0.0,0.0
76,7.0,66.0,54.0,7.0
77,4.0,48.0,30.0,30.0
78,5.0,39.0,48.0,5.0
79,10.0,31.0,41.0,31.0
80,0.0,1.0,0.0,1.0
81,4.0,46.0,27.0,27.0
82,8.0,41.0,35.0,41.0
83,4.0,30.0,12.0,4.0
84,5.0,104.0,67.0,5.0
85,10.0,77.0,95.0,95.0
86,0.0,10.0,9.0,0.0
87,6.0,47.0,23.0,47.0
88,13.0,44.0,33.0,44.0
89,3.0,25.0,24.0,3.0
90,15.0,41.0,36.0,15.0
91,0.0,10.0,0.0,10.0
92,4.0,4.0,2.0,4.0
93,0.0,3.0,4.0,3.0
94,3.0,9.0,5.0,5.0
95,1.0,6.0,5.0,1.0
96,0.0,10.0,2.0,2.0
97,0.0,1.0,0.0,0.0
98,2.0,9.0,2.0,9.0
99,0.0,5.0,12.0,0.0
100,3.0,18.0,14.0,14.0
101,1.0,7.0,8.0,1.0
102,1.0,15.0,12.0,12.0
103,1.0,17.0,8.0,8.0
104,4.0,18.0,19.0,18.0
105,0.0,15.0,5.0,5.0
106,3.0,20.0,21.0,20.0
107,12.0,68.0,63.0,63.0
108,3.0,9.0,9.0,3.0
109,7.0,39.0,38.0,38.0
110,9.0,35.0,43.0,35.0
111,11.0,67.0,67.0,67.0
112,11.0,50.0,63.0,50.0
113,9.0,37.0,26.0,26.0
114,8.0,49.0,63.0,63.0
115,8.0,47.0,43.0,43.0
116,9.0,28.0,30.0,9.0
117,9.0,46.0,21.0,9.0
118,2.0,7.0,10.0,7.0
119,8.0,51.0,55.0,51.0
120,8.0,65.0,52.0,8.0
121,46.0,117.0,85.0,85.0
122,6.0,51.0,42.0,42.0
123,0.0,6.0,3.0,6.0
124,1.0,20.0,13.0,20.0
125,4.0,12.0,10.0,12.0
126,0.0,12.0,18.0,18.0
127,6.0,41.0,36.0,41.0
128,3.0,31.0,22.0,3.0
129,1.0,28.0,22.0,28.0
130,2.0,10.0,5.0,10.0
131,2.0,18.0,6.0,2.0
132,0.0,6.0,4.0,0.0
133,2.0,0.0,0.0,2.0
134,7.0,34.0,16.0,16.0
135,12.0,115.0,87.0,115.0
136,4.0,29.0,24.0,29.0
137,5.0,26.0,19.0,19.0
138,16.0,90.0,110.0,110.0
139,9.0,44.0,56.0,56.0
140,6.0,35.0,31.0,6.0
141,13.0,112.0,94.0,13.0
142,23.0,159.0,173.0,159.0
143,2.0,16.0,2.0,2.0
144,1.0,4.0,8.0,8.0
145,5.0,28.0,19.0,28.0
146,2.0,9.0,2.0,2.0
147,0.0,6.0,0.0,6.0
148,3.0,21.0,18.0,21.0
149,2.0,22.0,18.0,2.0
150,5.0,10.0,10.0,5.0
151,0.0,0.0,0.0,0.0
152,0.0,8.0,6.0,0.0
153,1.0,16.0,14.0,16.0
154,11.0,48.0,41.0,48.0
155,2.0,16.0,13.0,2.0
156,4.0,58.0,59.0,4.0
157,12.0,59.0,50.0,12.0
158,2.0,10.0,8.0,10.0
159,4.0,37.0,23.0,23.0
160,19.0,93.0,92.0,93.0
161,0.0,1.0,1.0,1.0
162,1.0,14.0,20.0,14.0
163,5.0,56.0,42.0,56.0
164,11.0,57.0,42.0,11.0
165,15.0,54.0,54.0,15.0
166,10.0,66.0,50.0,10.0
167,4.0,58.0,29.0,58.0
168,5.0,78.0,60.0,5.0
169,7.0,16.0,12.0,16.0
170,24.0,93.0,86.0,86.0
171,12.0,61.0,54.0,12.0
172,7.0,30.0,25.0,7.0
173,22.0,113.0,111.0,111.0
174,4.0,10.0,13.0,13.0
175,12.0,66.0,43.0,12.0
176,0.0,19.0,29.0,29.0
177,2.0,16.0,8.0,2.0
178,2.0,2.0,4.0,2.0
179,2.0,15.0,14.0,14.0
180,13.0,98.0,71.0,13.0
181,1.0,38.0,22.0,1.0
182,1.0,1.0,2.0,2.0
183,0.0,2.0,0.0,0.0
184,5.0,10.0,18.0,10.0
185,0.0,9.0,8.0,9.0
186,0.0,1.0,6.0,1.0
187,2.0,7.0,6.0,2.0
188,1.0,5.0,7.0,7.0
189,1.0,1.0,1.0,1.0
190,1.0,6.0,4.0,6.0
191,0.0,5.0,2.0,5.0
192,0.0,2.0,0.0,0.0
193,0.0,3.0,3.0,0.0
194,4.0,11.0,6.0,4.0
195,1.0,14.0,13.0,1.0
196,11.0,107.0,75.0,11.0
197,0.0,10.0,15.0,0.0
198,5.0,17.0,19.0,17.0
199,2.0,11.0,14.0,14.0
200,2.0,20.0,13.0,20.0
201,3.0,13.0,2.0,2.0
202,2.0,17.0,20.0,17.0
203,2.0,15.0,11.0,15.0
204,0.0,8.0,4.0,4.0
205,0.0,7.0,9.0,0.0
206,11.0,41.0,30.0,11.0
207,0.0,12.0,13.0,0.0
208,1.0,9.0,5.0,9.0
209,1.0,10.0,5.0,10.0
210,1.0,8.0,4.0,1.0
211,3.0,6.0,4.0,6.0
212,1.0,19.0,16.0,16.0
213,0.0,5.0,5.0,0.0
214,1.0,11.0,24.0,24.0
215,2.0,18.0,12.0,18.0
216,4.0,2.0,1.0,4.0
217,3.0,8.0,3.0,3.0
218,56.0,277.0,248.0,248.0
