,1-28-2019,2-28-2019,3-28-2019,9-28-2021
0,432.0,1047.0,1416.0,1416.0
1,71.0,147.0,222.0,147.0
2,188.0,289.0,388.0,289.0
3,12.0,16.0,28.0,12.0
4,47.0,152.0,157.0,152.0
5,115.0,361.0,378.0,115.0
6,70.0,211.0,318.0,70.0
7,75.0,194.0,242.0,75.0
8,252.0,607.0,799.0,799.0
9,48.0,144.0,187.0,48.0
10,181.0,301.0,358.0,358.0
11,179.0,453.0,507.0,507.0
12,116.0,238.0,325.0,238.0
13,20.0,64.0,75.0,20.0
14,78.0,156.0,244.0,78.0
15,18.0,55.0,60.0,60.0
16,276.0,532.0,752.0,532.0
17,195.0,603.0,749.0,603.0
18,182.0,391.0,488.0,182.0
19,13.0,30.0,42.0,30.0
20,34.0,53.0,81.0,53.0
21,164.0,361.0,363.0,361.0
22,125.0,191.0,299.0,125.0
23,77.0,182.0,220.0,182.0
24,1522.0,3207.0,3764.0,1522.0
25,43.0,69.0,95.0,95.0
26,545.0,1249.0,1530.0,545.0
27,47.0,161.0,168.0,168.0
28,52.0,152.0,216.0,52.0
29,21.0,56.0,73.0,21.0
30,70.0,306.0,365.0,365.0
31,106.0,283.0,294.0,106.0
32,216.0,512.0,637.0,512.0
33,12.0,27.0,38.0,38.0
34,50.0,180.0,215.0,50.0
35,13.0,23.0,43.0,23.0
36,20.0,54.0,133.0,133.0
37,14.0,42.0,44.0,42.0
38,188.0,510.0,612.0,612.0
39,239.0,485.0,593.0,485.0
40,154.0,307.0,429.0,307.0
41,62.0,156.0,159.0,156.0
42,65.0,194.0,243.0,194.0
43,62.0,169.0,214.0,62.0
44,59.0,134.0,207.0,134.0
45,22.0,39.0,75.0,22.0
46,173.0,270.0,360.0,270.0
47,65.0,39.0,119.0,65.0
48,86.0,199.0,293.0,199.0
49,43.0,82.0,99.0,99.0
50,215.0,506.0,592.0,592.0
51,18.0,31.0,44.0,31.0
52,158.0,484.0,676.0,158.0
53,56.0,186.0,222.0,222.0
54,41.0,93.0,157.0,157.0
55,31.0,40.0,101.0,40.0
56,145.0,379.0,557.0,379.0
57,129.0,379.0,491.0,379.0
58,68.0,219.0,275.0,219.0
59,39.0,59.0,130.0,59.0
60,134.0,363.0,423.0,363.0
61,30.0,31.0,103.0,31.0
62,12.0,26.0,38.0,26.0

