,8-28-2019,9-28-2019,10-28-2019,12-28-2021
0,1448.0,1474.0,138.0,138.0
1,203.0,242.0,12.0,242.0
2,452.0,397.0,31.0,397.0
3,21.0,25.0,1.0,21.0
4,94.0,83.0,3.0,83.0
5,448.0,423.0,44.0,448.0
6,312.0,300.0,18.0,312.0
7,336.0,304.0,39.0,336.0
8,782.0,821.0,59.0,59.0
9,205.0,168.0,10.0,205.0
10,486.0,410.0,36.0,36.0
11,492.0,531.0,41.0,41.0
12,399.0,360.0,24.0,360.0
13,81.0,87.0,7.0,81.0
14,213.0,247.0,23.0,213.0
15,56.0,78.0,9.0,9.0
16,763.0,831.0,75.0,831.0
17,749.0,770.0,106.0,770.0
18,494.0,465.0,51.0,494.0
19,38.0,50.0,2.0,50.0
20,84.0,81.0,4.0,81.0
21,400.0,466.0,14.0,466.0
22,333.0,313.0,26.0,333.0
23,205.0,242.0,22.0,242.0
24,3838.0,3715.0,408.0,3838.0
25,164.0,158.0,14.0,14.0
26,1394.0,1489.0,105.0,1394.0
27,194.0,174.0,40.0,40.0
28,212.0,214.0,18.0,212.0
29,120.0,88.0,8.0,120.0
30,240.0,254.0,21.0,21.0
31,334.0,346.0,31.0,334.0
32,605.0,622.0,57.0,622.0
33,41.0,52.0,11.0,11.0
34,258.0,270.0,20.0,258.0
35,45.0,35.0,2.0,35.0
36,113.0,109.0,5.0,5.0
37,55.0,47.0,6.0,47.0
38,606.0,635.0,63.0,63.0
39,565.0,582.0,51.0,582.0
40,586.0,544.0,40.0,544.0
41,161.0,181.0,20.0,181.0
42,264.0,268.0,23.0,268.0
43,226.0,233.0,11.0,226.0
44,161.0,154.0,9.0,154.0
45,23.0,33.0,4.0,23.0
46,370.0,362.0,29.0,362.0
47,78.0,103.0,8.0,78.0
48,289.0,283.0,32.0,283.0
49,103.0,120.0,11.0,11.0
50,604.0,708.0,58.0,58.0
51,57.0,43.0,3.0,43.0
52,596.0,673.0,49.0,596.0
53,244.0,275.0,20.0,20.0
54,216.0,201.0,22.0,22.0
55,98.0,95.0,5.0,95.0
56,438.0,430.0,26.0,430.0
57,508.0,502.0,40.0,502.0
58,206.0,208.0,20.0,208.0
59,135.0,204.0,16.0,204.0
60,402.0,371.0,32.0,371.0
61,75.0,107.0,6.0,107.0
62,46.0,35.0,5.0,35.0

