,7-28-2018,8-28-2018,9-28-2018,6-28-2021
0,641.0,1388.0,760.0,760.0
1,106.0,217.0,81.0,217.0
2,203.0,452.0,277.0,452.0
3,31.0,42.0,19.0,31.0
4,52.0,70.0,90.0,70.0
5,225.0,451.0,205.0,225.0
6,163.0,322.0,135.0,163.0
7,169.0,273.0,121.0,169.0
8,367.0,731.0,425.0,425.0
9,82.0,158.0,80.0,82.0
10,191.0,455.0,196.0,196.0
11,284.0,571.0,273.0,273.0
12,162.0,314.0,178.0,314.0
13,29.0,55.0,28.0,29.0
14,140.0,220.0,121.0,140.0
15,28.0,59.0,44.0,44.0
16,390.0,761.0,359.0,761.0
17,452.0,835.0,488.0,835.0
18,246.0,497.0,241.0,246.0
19,25.0,37.0,19.0,37.0
20,34.0,81.0,32.0,81.0
21,291.0,478.0,235.0,478.0
22,202.0,363.0,210.0,202.0
23,113.0,246.0,140.0,246.0
24,2157.0,4268.0,2263.0,2157.0
25,29.0,66.0,22.0,22.0
26,772.0,1610.0,844.0,772.0
27,101.0,177.0,94.0,94.0
28,77.0,179.0,119.0,77.0
29,57.0,105.0,45.0,57.0
30,123.0,324.0,153.0,153.0
31,166.0,340.0,161.0,166.0
32,284.0,614.0,332.0,614.0
33,7.0,28.0,10.0,10.0
34,99.0,262.0,102.0,99.0
35,12.0,23.0,11.0,23.0
36,45.0,96.0,35.0,35.0
37,35.0,45.0,20.0,45.0
38,300.0,644.0,342.0,342.0
39,309.0,659.0,374.0,659.0
40,262.0,484.0,280.0,484.0
41,78.0,196.0,90.0,196.0
42,155.0,262.0,149.0,262.0
43,110.0,209.0,155.0,110.0
44,111.0,198.0,87.0,198.0
45,30.0,65.0,8.0,30.0
46,189.0,365.0,212.0,365.0
47,47.0,83.0,38.0,47.0
48,116.0,313.0,166.0,313.0
49,60.0,151.0,48.0,48.0
50,311.0,643.0,359.0,359.0
51,40.0,35.0,24.0,35.0
52,302.0,567.0,367.0,302.0
53,119.0,282.0,166.0,166.0
54,90.0,195.0,128.0,128.0
55,51.0,110.0,43.0,110.0
56,269.0,515.0,276.0,515.0
57,247.0,511.0,286.0,511.0
58,145.0,253.0,132.0,253.0
59,67.0,105.0,85.0,105.0
60,204.0,412.0,221.0,412.0
61,72.0,111.0,52.0,111.0
62,25.0,60.0,3.0,60.0

