,5-28-2018,6-28-2018,7-28-2018,5-28-2021
0,892.0,1250.0,623.0,623.0
1,102.0,234.0,141.0,234.0
2,292.0,389.0,200.0,389.0
3,31.0,60.0,22.0,31.0
4,53.0,191.0,96.0,191.0
5,341.0,386.0,210.0,341.0
6,188.0,325.0,130.0,188.0
7,161.0,226.0,134.0,161.0
8,440.0,667.0,349.0,349.0
9,121.0,175.0,64.0,121.0
10,242.0,304.0,157.0,157.0
11,338.0,433.0,237.0,237.0
12,208.0,307.0,175.0,307.0
13,37.0,72.0,23.0,37.0
14,192.0,254.0,142.0,192.0
15,41.0,74.0,36.0,36.0
16,587.0,677.0,358.0,677.0
17,509.0,858.0,400.0,858.0
18,313.0,421.0,202.0,313.0
19,10.0,38.0,19.0,38.0
20,38.0,67.0,40.0,67.0
21,382.0,468.0,204.0,468.0
22,283.0,360.0,157.0,283.0
23,165.0,214.0,159.0,214.0
24,2557.0,3697.0,1859.0,2557.0
25,40.0,55.0,19.0,19.0
26,1069.0,1534.0,722.0,1069.0
27,141.0,160.0,92.0,92.0
28,141.0,161.0,98.0,141.0
29,72.0,87.0,64.0,72.0
30,177.0,339.0,147.0,147.0
31,184.0,277.0,146.0,184.0
32,360.0,541.0,274.0,541.0
33,14.0,39.0,26.0,26.0
34,118.0,196.0,111.0,118.0
35,17.0,25.0,10.0,25.0
36,57.0,69.0,41.0,41.0
37,27.0,47.0,21.0,47.0
38,398.0,554.0,307.0,307.0
39,491.0,684.0,360.0,684.0
40,365.0,470.0,232.0,470.0
41,116.0,166.0,108.0,166.0
42,174.0,290.0,118.0,290.0
43,110.0,196.0,72.0,110.0
44,127.0,187.0,73.0,187.0
45,66.0,59.0,29.0,66.0
46,293.0,366.0,195.0,366.0
47,46.0,87.0,50.0,46.0
48,176.0,267.0,133.0,267.0
49,68.0,136.0,53.0,53.0
50,379.0,558.0,262.0,262.0
51,49.0,72.0,31.0,72.0
52,400.0,541.0,310.0,400.0
53,168.0,259.0,82.0,82.0
54,137.0,212.0,117.0,117.0
55,68.0,66.0,52.0,66.0
56,318.0,537.0,249.0,537.0
57,319.0,417.0,211.0,417.0
58,155.0,204.0,98.0,204.0
59,71.0,127.0,51.0,127.0
60,387.0,444.0,236.0,444.0
61,50.0,85.0,48.0,85.0
62,26.0,43.0,13.0,43.0

